,B,C,D,E
75%,5067.7479730078385,192284.93038163218,228022.37228057868,9060.498534501972
max,98096.2439705531,388734.6240994659,434228.3554525159,31768.59937684357
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,49011.22362611441,283666.95522008993,329035.5472265593,6509.866091961176
std,58361.80388747561,67323.1692772651,67562.58740550125,2991.930470015814
min,884.1848051938255,131757.755416837,146291.48519956577,1495.958721759823
25%,17653.388534290698,238373.46428931516,282738.89012130536,4400.6638789376775
50%,33240.011396579896,276221.3332888366,323323.46653543174,5871.799451734661
75%,62363.208863168446,318574.74310524284,373732.4428393295,7787.077264074153
max,1095061.1769688958,1091607.85139313,606102.8955147893,24441.46631220134
count,993.0,993.0,993.0,993.0
mean,229636.07988788077,316086.14930356044,247392.95162225148,7978.503606957225
std,91935.96762604087,61135.958541592445,51931.21130339942,3441.882308575463
min,40555.91018583361,176301.92469849228,115572.97644597426,1936.9438262900921
25%,165011.45832626653,270876.2464200428,213253.3639381467,5586.578034201166
50%,221999.51684526933,311722.5783797775,243936.61908868694,7274.270301360784
75%,276903.4648687443,356043.6585181357,280018.0607072781,9602.422426090685
max,1188338.7886102588,614609.8505888508,487977.207771175,30236.477451093127
count,1000.0,1000.0,1000.0,1000.0
mean,41.15794152923197,61333.27946036953,125641.83868438927,7368.207267280252
std,377.7660440775084,16465.359402831633,48738.218755396825,3307.4123556370455
min,0.0,20337.745076874817,0.0,1875.9815478149794
25%,0.0,50502.74062315763,91367.40067193704,5233.16791869252
50%,0.0,58901.8381520697,124005.35776255334,6780.2216440137745
75%,0.0,69892.25316773966,157450.8095169943,8763.34742846818
max,6776.583252396015,178753.78074126877,287934.8616632149,38661.72571000541
count,1000.0,1000.0,1000.0,1000.0
mean,40.031765801673366,54327.51616370691,165005.32528076667,7907.354402834107
std,375.27513681694774,15056.379152107307,51775.65552348015,3439.737937552356
min,0.0,20237.312341552868,22397.864407414378,2129.2326934741923
25%,0.0,44640.72771804025,129731.03341355993,5669.699989571984
50%,0.0,52154.53491090698,165621.54447552326,7307.629291769377
75%,0.0,62245.432067466376,196608.6695142456,9399.263045408255
max,6776.583252396015,158453.48608030588,332849.67216566467,39060.655317729594
count,800.0,800.0,800.0,800.0
mean,992798.1131913009,491332.2333960135,345914.0842558629,7637.726484977086
std,184419.88408640612,70931.79402248502,67334.68568224862,3438.504550801197
min,524599.478963651,322065.9266762825,164994.9583715144,1968.4509436685491
25%,873876.1499794215,449363.6423680277,297141.8276259834,5228.640622975376
50%,980753.4174982399,488052.0268132871,342605.4738929814,6929.300574550058
75%,1091515.2120926958,526626.0201123724,384066.3192163658,9279.776249840294
max,3335782.6019445425,1346286.1260202453,591735.1129619834,29728.77172217287
count,1000.0,1000.0,1000.0,1000.0
mean,442.0441744334109,91360.1694137584,167140.55396107238,6555.678681255274
std,1718.3315283007419,24622.704650578264,51303.61615987327,3078.3373431787527
min,0.0,37978.798590379025,19876.637856263667,1895.2558773046812
25%,0.0,74707.9441826833,130204.45428403385,4496.144551841274
50%,0.0,87824.04237612104,165833.19228472147,5942.804407570828
75%,0.0,103348.11569803345,199999.49280821584,7866.3187844854565
max,19336.54684524417,259635.88938885875,376958.6098345285,28335.197829687368
count,1000.0,1000.0,1000.0,1000.0
mean,27202.701585346982,226581.53503044046,166297.56391968185,6422.449319937963
std,24561.838893953933,55960.336661029636,49817.14832846973,3036.1743936127773
min,0.0,108201.26738128305,30678.72017473217,1308.0638854186836
25%,9519.58958971557,186843.0739034608,129497.47976691627,4316.760360150996
50%,18468.59317825149,218449.18135342962,165113.70271329896,5764.376872035722
75%,38106.84042554607,261088.5867378675,198169.4960613778,7789.382411672749
max,172381.8453875681,528590.7072299563,422880.730652224,30863.144065303517
count,1000.0,1000.0,1000.0,1000.0
mean,4285.36784731974,116427.20935775185,193842.4005528116,7983.370571806169
std,13693.897423521747,31095.186563726584,53068.10541358507,3527.46457298993
min,0.0,54465.29941367841,32927.60467193788,2093.1495119298343
25%,0.0,95746.03378228808,155713.33902850028,5541.3794458708135
50%,838.2729883715701,111968.910784718,191912.1245971683,7195.049129148896
75%,3391.919918128428,130871.85608101962,226985.45907018104,9588.783308436428
max,267244.742284843,374911.20722646534,432097.7825359461,32525.080660087508
count,938.0,938.0,938.0,938.0
mean,605169.2970855524,413449.9172035777,272553.47728135536,5731.094818342514
std,123271.92803918838,64458.3831909056,58610.29419086633,2723.646724841128
min,313872.0791034352,271090.35504660197,109273.53261411919,1316.1058342312708
25%,521074.94389731117,371599.2151891765,232967.18547100044,3866.8219683687967
50%,602059.598734044,410429.8860526575,269471.45123257994,5135.637945743232
75%,681065.1804819308,452408.54464902874,310329.57809086813,7035.28272000017
max,1692551.762982938,803264.3117727755,485364.31234150357,24459.699058082213
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,49.329999567314864,34340.118672831806,138905.13595516913,7770.88594654415
std,444.78979398390794,14898.768352695224,49944.828405453,3458.9779047670345
min,0.0,7050.291894555992,16152.363090856026,1862.738549300675
25%,0.0,25839.372246966846,104113.11100055734,5458.364473517673
50%,0.0,32144.259974069413,136290.65927501587,7054.357578237727
75%,0.0,39642.01187338791,170818.84467853923,9289.753782799253
max,8077.3597842539575,188603.5044752326,331207.8841143122,26975.849051886427
count,1000.0,1000.0,1000.0,1000.0
mean,821.9587449145142,136624.71255209934,136455.7803179297,7279.124115355247
std,2600.740476565861,33239.78132768013,51595.10610207957,3253.254678102035
min,0.0,73175.69175768127,2252.2936805559016,2169.4962456429953
25%,0.0,111114.22608056237,97413.00299020807,4970.26275224415
50%,0.0,132955.76987756454,135329.75510455773,6500.628807165072
75%,0.0,155598.73684895074,170060.69993223238,8813.73348681198
max,31468.360576428717,275024.8693576246,321018.21050804283,28452.267154172307
count,1000.0,1000.0,1000.0,1000.0
mean,3.058964493036524,39824.55501265532,95926.13896643487,5488.549970451243
std,53.941830290266665,10991.85876011899,49723.742623181,2717.2315449593298
min,0.0,14637.058374409171,0.0,1443.3666839771067
25%,0.0,32187.751380558446,58990.24968403008,3668.5227915615646
50%,0.0,38673.27325669339,94030.08249445414,4865.670446044513
75%,0.0,46178.54446028369,129298.83921599897,6703.5248156685775
max,1435.403627838261,103767.7443889856,255220.99287694803,23549.54803326478
count,14.0,14.0,14.0,14.0
mean,1932972.3453852225,572004.466834409,373171.28591932665,6447.586059910319
std,201957.06794909658,48043.92908188779,66884.36821640172,2050.913017116879
min,1666302.8169805515,498120.7091114212,290679.79005877854,4049.8963435846126
25%,1806259.786294923,543127.7599656235,319298.8532699804,5291.194724601859
50%,1902548.6647240235,564164.1916894456,359272.61704417795,5635.406305920949
75%,1967969.9477204245,603327.8223690506,437088.6240684764,8277.502376176688
max,2458025.016246656,677519.4643177781,471037.7917268946,10675.12494978605
count,1000.0,1000.0,1000.0,1000.0
mean,447.51516718919555,47369.0361266904,191552.23840244723,6699.982620690806
std,1950.0113964355482,16793.749848332758,54862.1211456065,3055.0183031340525
min,0.0,17042.516300676856,32828.26957718656,2099.801400544565
25%,0.0,37535.362800247494,153948.0425913132,4614.686167407009
50%,0.0,44713.781245641556,189428.28069856763,6116.967705874951
75%,0.0,53657.68831495074,226448.92729230633,8078.346788228768
max,25228.368048368186,228608.81656879446,393183.85996262403,26174.4440894015
count,1000.0,1000.0,1000.0,1000.0
mean,15.870075268491135,35358.853544930425,119321.76505644324,7373.41207735993
std,195.62465944589724,13394.127403021215,51032.702433108774,3177.398109389578
min,0.0,13196.539287202557,0.0,1669.466772013821
25%,0.0,27116.500557033196,85033.75129755474,5099.180505399925
50%,0.0,33741.273829294485,117857.9486249282,6725.106799990325
75%,0.0,40378.48498417615,153571.63171508943,8850.403453411582
max,4244.407085547469,196668.72668069016,291914.67123877216,23141.250331629173
count,1000.0,1000.0,1000.0,1000.0
mean,17122.171982287586,199142.20615793508,195140.0189679076,7643.524819855348
std,23015.368809975924,48938.77582413039,51052.684976368735,3423.646600028146
min,0.0,97845.35376159662,57643.8080318108,2372.556830425288
25%,4961.096571134811,164725.63589931506,158410.278913853,5274.922740277932
50%,9857.208573700987,191224.27052864083,194778.93831244274,6989.644547576445
75%,19358.888656399376,225773.7626884641,229395.28881214018,9196.46221442612
max,357713.8621117931,415128.650886722,405706.91681374924,32341.235919449486
count,1000.0,1000.0,1000.0,1000.0
mean,9943.967185851658,187360.42750330587,140981.11579097566,7897.0599184400835
std,14957.578641178045,46594.799516510124,50116.367446091164,3600.9372765514468
min,0.0,79392.27041282182,5894.634620026553,2353.426561293614
25%,1840.7414064908144,153268.18225653918,105192.40299097323,5487.081753603916
50%,4712.746488316889,178784.99116060173,138807.649433617,7268.026086488091
75%,10284.721530955654,216706.45605846634,172449.1002470646,9486.904759781764
max,135429.66303253535,378870.5387282915,349979.90646766976,51302.11345645959
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,751.0894291785256,125319.75338083696,114688.41839151397,7673.630927449646
std,2458.950182996633,28769.77906224316,49501.29971113475,3528.9017754283655
min,0.0,68458.10488640204,2440.7034141086992,2373.1908476249846
25%,0.0,104521.82072868774,80757.54080275126,5301.5157548650795
50%,0.0,121692.36748664512,113541.25671010879,6993.7759356550505
75%,0.0,140748.3798142881,146829.05331869193,9011.121914488493
max,44775.94532975259,267835.7360194611,365061.39868835616,37614.3272155574
count,1000.0,1000.0,1000.0,1000.0
mean,41.15794152923197,60836.10593780501,144362.20220183107,7877.440746757091
std,377.7660440775084,17681.82444063093,48559.16419497332,3430.930645920217
min,0.0,20337.745076874817,14366.437707060613,2110.2199578945574
25%,0.0,50113.93142781909,109076.68324482098,5628.700845792888
50%,0.0,58495.20374448289,141953.28968439088,7275.753875751131
75%,0.0,68776.95740492945,175425.93741648045,9370.040625466427
max,6776.583252396015,277370.26347237313,302886.7279793789,38993.48741527885
count,1000.0,1000.0,1000.0,1000.0
mean,5530.268453887832,169753.75525748724,205183.32948871952,6862.500365946297
std,11741.45323558326,41627.79228305852,52161.77936525145,3112.381779563511
min,0.0,84036.84756151594,52417.380028724714,1742.418796667655
25%,0.0,140120.23118247875,169033.6492847071,4751.2297413697515
50%,2246.256121387788,166348.5630311663,204298.93787876284,6156.40768166718
75%,5493.629373780832,193739.5139334313,237099.3180363484,8307.331896527978
max,168380.70639386558,491833.15511050663,406974.8534814814,25092.258938549825
count,1000.0,1000.0,1000.0,1000.0
mean,2269.545780981148,62431.96786681151,204550.90709023338,6676.77723676775
std,7882.57073007226,24430.109059479713,52920.552372396036,3157.1998419364977
min,0.0,20981.106611204865,24828.268082055605,1916.7324801702503
25%,0.0,49727.69371900658,165312.14396393223,4591.252941426464
50%,54.48350468371598,59159.49955536017,204582.40900389873,6039.7450751798115
75%,1571.4036847255816,69634.05960717825,238652.0108106793,7896.5213066601245
max,158012.70797774056,539925.1550891763,394564.5440701545,38581.857267656036
count,1000.0,1000.0,1000.0,1000.0
mean,10450.073432370033,186430.0677222867,201946.43954164852,7629.628772699428
std,16176.376131234514,47283.46426108428,53693.848780175715,3359.110680820612
min,0.0,86572.62886823209,69826.69997110807,2315.9756855491346
25%,2439.1311840755634,153211.1369549693,166972.52839103222,5342.542924572075
50%,5375.6317234094695,180370.7505039767,200741.71880054177,7028.171300493814
75%,10893.749271081326,210853.50941850504,237215.75812313554,9074.079372141357
max,244525.97060841278,443201.6743902384,415838.9721413561,29256.74207382609
count,1000.0,1000.0,1000.0,1000.0
mean,15856.23815428578,198088.17408400655,186516.70524853547,7190.35392014078
std,18487.085055963486,51088.14623713646,52253.00113316047,3385.285390070447
min,0.0,93971.63199931433,19466.786802267576,2063.3493200863713
25%,4797.456334443066,160903.50714070583,149261.31808162975,4863.609319907319
50%,9223.371344259573,191533.05612769572,183068.59618418216,6555.9934747759635
75%,18878.20272202415,228048.22574842756,223521.73251155968,8569.841093104296
max,134581.40217904796,585945.1420751379,362183.6121838764,39713.73964830843
count,1000.0,1000.0,1000.0,1000.0
mean,3186.9807714498816,141335.1401338226,226004.0024830057,8061.307435195526
std,9316.48826065883,40294.86742329718,50619.98367703051,3477.8187903617495
min,0.0,58857.61846147415,82177.82440502757,2220.9207233701018
25%,0.0,115668.24633091995,190387.44565942723,5692.411941030905
50%,717.8670856347441,135947.28577356008,225681.16745517,7383.481260591068
75%,2930.942281978892,159218.25587565938,259823.98170946765,9416.149267679371
max,165186.06103848672,531841.553033548,395714.2168784404,27341.52162434827
count,1000.0,1000.0,1000.0,1000.0
mean,6369.376020345124,134173.66636096252,217515.42079995415,8045.909658317046
std,17781.292139640558,34657.502796802095,54457.623594929326,3659.885942321642
min,0.0,62212.640984963684,54964.968550656355,2353.426561293614
25%,462.13898248657216,110504.84743990377,180764.3276094518,5604.300958361092
50%,1953.9573540849658,129114.58803699452,213895.5390360089,7399.015442098951
75%,5777.404974363912,151315.79285457538,255966.37887717586,9654.508514281759
max,340765.9467332476,429749.2997921308,436365.5811632226,54471.26717957452
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,994.0,994.0,994.0,994.0
mean,183620.61035537155,459021.559311178,441484.20959278935,7918.450612979943
std,134140.7848087352,74878.57519350029,90095.02676363036,3440.5977472023924
min,19568.12811757746,275789.92388053617,203008.06878309185,2400.560601852369
25%,112472.38901500896,409169.9855118923,377814.17213761155,5550.645953308809
50%,162935.0158206763,450983.2036405143,434266.80462913925,7268.396353070528
75%,227740.2775392729,503061.8880924122,488502.47081342735,9549.306605726939
max,2611878.246312899,879191.2854581003,1020023.3243800297,29240.16547351088
count,1000.0,1000.0,1000.0,1000.0
mean,5546.405595985392,129774.77737239611,213988.65681930375,6999.231006926736
std,16107.631620298807,37328.46711065199,55799.43429870136,3346.7831948454145
min,0.0,62396.03171495796,48941.91551227269,1782.0643978379098
25%,260.82268485833174,106808.01161017455,174391.41262941353,4794.287758553006
50%,1522.076105965956,124006.24284444586,210116.60019827168,6276.0766484833175
75%,4637.702213065374,144207.84948374302,250216.5829792771,8500.931572237372
max,267245.211825153,453242.4148975869,441830.20018503093,47879.12003213889
count,942.0,942.0,942.0,942.0
mean,445813.1564213613,355410.70558214304,245868.07423105533,7498.319192840962
std,103239.90360895157,62875.90078351491,53477.506718839606,3530.358771767434
min,164635.4749080318,201018.19024929198,103203.12160698902,2032.4816498196626
25%,372315.99630470003,316083.2563702331,211353.21224094048,5083.030187765119
50%,444531.4265775583,351823.49721563864,242748.80617969125,6744.741442366498
75%,507064.52409086283,392129.89109561086,280316.17946577293,9054.406974089059
max,779453.40118525,736585.6451051206,446491.63950952824,32932.26136899317
count,988.0,988.0,988.0,988.0
mean,226022.66962232772,421452.5096822484,399974.6570554415,7977.090673664897
std,151713.58471886817,70768.4331414366,78596.88835769628,3597.856802026798
min,29467.477604200925,244003.80887679203,178252.3321300252,2052.308207673176
25%,149491.6782816258,372761.78862563556,346440.9501688987,5495.459738312786
50%,208570.1969785912,415395.5117505542,394635.33377949824,7378.5018739263905
75%,275072.5131387835,461623.5143532143,448405.9271646872,9405.83898432926
max,3776528.333467539,843743.296250671,740622.8336388981,40336.16092589173
count,742.0,742.0,742.0,742.0
mean,1066899.6008955345,521350.9043445371,343872.34622034227,7953.557315143851
std,172483.98860131842,72169.90201837082,67945.78293681402,3459.5017795805193
min,666379.2983447885,338555.9397350779,170066.6342718265,2071.8387063048203
25%,950605.4336086771,478310.22300602484,294636.69419710094,5523.964877169507
50%,1059668.733872925,520155.17602930684,340802.0236393011,7280.505642762153
75%,1180178.0500405557,554579.3884424665,383379.9765398664,9576.929396861577
max,2736236.3426488615,1369111.5848741313,581718.9214861803,29957.534937737375
count,1000.0,1000.0,1000.0,1000.0
mean,5794.115746164417,163574.7480446329,94992.19629970654,7413.808773268334
std,11415.257972075593,39403.79874008301,48487.8094733207,3247.018555505395
min,0.0,67612.73875805055,0.0,2106.289769690236
25%,0.0,137278.77433283665,60725.33330704005,5168.126032631308
50%,2440.294460699303,158799.16104137187,91201.96168322969,6783.858817316574
75%,5351.291519792973,184334.83783411654,127491.12498197393,8896.622255276086
max,87868.00401292434,359024.19389013946,269121.9089988342,25101.883106872065
count,1000.0,1000.0,1000.0,1000.0
mean,2237.9522006348066,156697.6702625051,201033.94694341772,7057.080964515461
std,4908.890228537736,39009.83463632055,54750.24826296229,3200.1798430131144
min,0.0,75451.28185407376,50449.426430450345,1870.463794700367
25%,0.0,130208.52744148813,163255.9448724831,4825.4617252680555
50%,200.3958171743708,150458.38076695765,199744.59400494327,6477.48757068006
75%,2660.8315722609723,177143.3061116904,239800.47421064714,8442.383311906926
max,51952.045539050625,349184.96895488695,427304.3259634804,30771.731577768685
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,39.0,39.0,39.0,39.0
mean,2093749.365267676,760404.6019721885,542933.1753500964,7568.173516978325
std,247475.81614937008,50725.17349720087,130162.4852153945,2952.8123238073617
min,1705752.665414775,665653.3301392037,342580.98831251496,2670.1539491977874
25%,1879719.9939324749,730267.5945330174,467804.5247736576,5499.971061796834
50%,2075466.4233382905,753570.0758854363,529745.5060720852,6839.294891268894
75%,2336601.260957992,789109.222814043,598828.8977669615,9345.931445214988
max,2512322.554817935,875931.9203385835,1087740.8669922596,14400.06423592813
count,1000.0,1000.0,1000.0,1000.0
mean,25624.967620300748,219838.34931475675,205073.3917121666,7855.208559276022
std,27778.52769569014,55766.52947895844,53520.05202804635,3459.011459234737
min,0.0,107188.09473238458,47726.9045556767,2505.6312223440455
25%,8745.773594125487,180986.95771076734,168766.16912701458,5508.912376332214
50%,16298.832317474138,208754.13604065063,204529.12715200486,7163.892386876544
75%,32532.569534436152,250199.26874319516,237778.11068106018,9350.900602377416
max,379458.69148581405,520960.1319224105,394242.63499679527,30219.40238893527
count,328.0,328.0,328.0,328.0
mean,1628760.2317025561,671640.9801534954,459081.16960787016,6641.407971019178
std,240060.82986065553,66627.68371077413,90349.19258104633,2882.097117106703
min,1163902.8319875095,501727.1109696931,271576.64862068294,1922.1044661336296
25%,1485634.187894963,622647.9941857044,395238.0925288678,4735.489679954835
50%,1592184.419220386,669985.9151562091,449906.76764222723,5913.260399340765
75%,1750470.0784450092,712011.7334698364,509117.75514378725,8084.477960304009
max,3954321.8725918215,929262.035828783,881046.6444153232,19439.26868736051
count,1000.0,1000.0,1000.0,1000.0
mean,4703.136013198593,165623.72097288453,142281.61635998738,6292.578462945703
std,9787.67996045242,40357.72156184436,50291.26817275849,2786.4626437933925
min,0.0,80352.03540908513,3552.4447699624657,1733.1855328713782
25%,0.0,138203.7775392158,104297.30766035455,4335.352386717854
50%,1878.401554849444,161713.6137811541,143087.46477177925,5708.770228759149
75%,4738.982231285947,187884.94102972685,176057.70708875707,7588.556317756864
max,83333.81110426194,414969.92802822235,299518.4018324298,24955.204235911453
count,532.0,532.0,532.0,532.0
mean,1681459.386887168,876871.2659953871,596294.9704658724,7368.042295397975
std,266684.89467256895,83745.11470091375,123556.99513724037,2964.6383830744358
min,1030922.189987076,681662.8801684052,329151.5510620029,1955.8595355896746
25%,1520667.355640035,816954.158019397,517205.8099413378,5198.84196878055
50%,1662903.4965627398,868721.3001958233,581008.8122707307,6833.080565766539
75%,1810377.2065731883,925763.2219299952,661005.9909167292,8922.433510326617
max,5133490.664774283,1285922.1417489394,1270602.8786048475,23598.15792312431
count,1000.0,1000.0,1000.0,1000.0
mean,99653.13350106469,274713.3035103067,189682.0396094137,7166.640939827543
std,54722.07351890329,61148.581207459996,52661.38947032397,3039.5581598000595
min,3898.275668928735,135203.49678160006,68230.27258764704,2046.7598086334067
25%,57621.72082327939,231207.2849396949,153849.57440289736,5013.6144067499035
50%,92107.07810865865,267456.80970679206,187094.02596320043,6622.609741944569
75%,134310.08737529116,313699.53250090516,223436.97207487118,8631.361189424484
max,347771.4136412837,564319.8991855549,419664.5805617857,23922.317658095362
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,412.6725660922584,118041.04756968454,101110.33186974323,5608.75520632199
std,1683.737237549465,26206.164829131125,49192.74776684277,2718.1298809416962
min,0.0,61409.93371469479,0.0,1424.6694042413135
25%,0.0,99039.69437270767,67558.66019885683,3726.488134329914
50%,0.0,115236.85563052224,98362.19616272059,4987.419160932875
75%,0.0,132575.0665123353,134500.91278036954,6712.651470125219
max,28846.11338932363,263354.12832129886,302454.6809367245,21663.164393564082
count,1000.0,1000.0,1000.0,1000.0
mean,2692.318659411346,139555.84539569134,75270.29464563432,7623.490245062314
std,6489.566739784754,34534.161992945155,48895.11619779163,3724.1431137571694
min,0.0,59215.02883799543,0.0,2408.7544311181364
25%,0.0,114372.35609073541,41547.12877855417,5169.85982818765
50%,0.0,134753.67277253454,71459.94567459395,6819.660596099924
75%,2756.7346817816533,158427.62564332527,108778.27650908193,9110.457857374253
max,60677.16429955643,321153.47744285455,273830.7192492936,46562.8003284065
count,616.0,616.0,616.0,616.0
mean,1291065.9275843326,469239.17018307163,237371.41432203914,7038.052354574908
std,164356.81156953942,61580.690051016594,54976.94482686927,3175.4777850779324
min,798059.9495118537,294357.8723598352,61992.20526811961,2067.8409492791516
25%,1168735.1324811098,428279.7271710589,198883.69909244546,4865.430986015133
50%,1284354.7157804654,465926.04766494606,233642.54837577793,6438.889708427374
75%,1402690.8806258044,497183.05927176867,272575.0117763199,8462.061463557233
max,1813352.6980152652,845117.508430259,393456.6964676918,27583.454426196127
count,1000.0,1000.0,1000.0,1000.0
mean,2714.8335980441148,88449.35313839829,192214.54191458077,7202.977917672796
std,10818.568992104283,28474.549897736222,53460.470279297595,3368.0254275430448
min,0.0,37295.808754918515,16193.761201646521,2082.7204356085576
25%,0.0,71365.99631354024,153785.2704212938,4923.1004355725545
50%,323.4012212120311,83747.50266712371,191269.17452339825,6542.129047308965
75%,1895.7228494410865,99675.63521802082,226610.62496490323,8505.653194639242
max,274540.5289906091,451093.1332825845,414980.8765997142,37352.267842713314
count,736.0,736.0,736.0,736.0
mean,979689.8770245464,744591.950229951,548142.1353035257,6349.301161760202
std,194714.24770403028,82085.7428382076,111756.24334438125,2985.796399482608
min,501912.71117537655,515737.1593878245,283840.38971779775,1680.4229796625025
25%,863289.4312198531,690931.275856798,468867.8801481839,4394.4181939441805
50%,952656.3419898751,741106.9455029133,536080.0352409951,5736.184894848966
75%,1075740.1714399464,788116.917446993,608865.8588944863,7588.200667121564
max,3411719.7211647937,1147445.6975535848,993475.8261987821,26600.415544958953
count,1000.0,1000.0,1000.0,1000.0
mean,1941.2094181988634,147940.9401108302,206177.07256008222,6370.793134514505
std,5804.639680875299,36782.890022806496,50848.14973998039,3190.636309655011
min,0.0,79473.87094857832,70342.82071686552,1707.7402211477793
25%,0.0,122391.20236149094,171752.2523045319,4312.880367725605
50%,0.0,142655.3804234471,204908.31559018383,5598.6413000835455
75%,2106.434618079229,167682.60407340655,240154.60535999888,7631.332440751839
max,110428.57747109527,383459.1588690074,438972.6188935711,41845.735599180996
count,836.0,836.0,836.0,836.0
mean,758569.8577254637,500809.9565148703,373129.64077424473,7878.025534300994
std,169932.3558739273,78106.3248859285,75154.99591724738,3464.695551864947
min,342643.6698660512,307660.7609126673,195870.94985149204,1959.7930245832852
25%,652634.6740670812,454828.5814038865,320442.97607508407,5472.314917164633
50%,738572.2938449869,497317.75726911565,368445.06680662994,7161.108753886547
75%,840929.038182416,539019.0650092381,418611.7214960897,9479.803860182765
max,3109447.4701631116,1670430.5823838254,786973.9701823052,32150.414992324182
count,1000.0,1000.0,1000.0,1000.0
mean,987.4685968476381,138199.82313329924,143553.6507706695,6945.581443742294
std,2925.2634572045613,33132.43946198961,49491.49239849519,3160.0146358048837
min,0.0,72154.33026717191,16707.86419482474,2071.5616400994195
25%,0.0,116146.35265201662,109925.64710752276,4729.856393756217
50%,0.0,133560.58041172515,143786.08627739723,6184.880921441909
75%,694.6155449284224,154882.7780123177,176109.55242395,8349.065130997027
max,33311.54015959604,335345.8383679862,315594.71684599266,26968.636647135965
count,1000.0,1000.0,1000.0,1000.0
mean,1136.8529981401123,135998.1636539944,157871.26465537975,7678.006205229449
std,3450.9656210146677,34305.921333243394,51035.50407356938,3461.8266358722253
min,0.0,67375.38334592318,16644.784987686606,2187.8210466656406
25%,0.0,112555.30389114776,122016.55162634865,5362.399550161667
50%,0.0,131666.33995305857,156322.9567260549,6946.948822516404
75%,946.5119248201887,152713.05791687814,189645.26941999738,8965.336330356351
max,52471.34255748916,337183.62048438523,353323.9988150345,36314.610617277416
count,1000.0,1000.0,1000.0,1000.0
mean,31397.92324832932,223394.10666840625,174996.25053363503,7020.1468896375745
std,27791.58514387158,52664.72932258059,52616.87726768866,3224.609803371038
min,0.0,98623.66049721195,45650.32062076933,1715.754682191807
25%,10932.86404771007,186039.66387851295,137541.98809835062,4774.498098860742
50%,22508.05699232583,217229.13987766957,171809.8278291691,6327.754731298819
75%,44326.56782466255,254707.82970984365,208289.12593628487,8388.032019827819
max,237531.6685046716,483688.95382134954,398021.845707332,39639.5773809149
count,1000.0,1000.0,1000.0,1000.0
mean,10723.065576867708,195417.766244691,211813.3589098442,7602.124591063099
std,15115.48065985972,50196.58677401762,51995.15485424474,3377.8622876919685
min,0.0,94571.45607915673,21216.807738241383,1933.637659977904
25%,2709.7935715177955,158018.61179666242,177869.6904951571,5353.08161225953
50%,5476.589912477138,189117.87233605207,210208.4260036775,6858.184113862702
75%,10976.965890208938,225167.9551486051,244127.45095889125,8881.640604891343
max,127148.67305689646,525731.8817233163,406435.61416047293,26277.27393891822
count,1000.0,1000.0,1000.0,1000.0
mean,93.90645413874188,106129.82019967417,135633.87452221912,6275.710562672187
std,690.8743971400027,27802.09043062387,50940.63421372522,2988.991314606573
min,0.0,55197.378748859184,5252.557361977873,1829.5029473135967
25%,0.0,88781.07624499395,99812.34871128957,4290.509778367274
50%,0.0,102452.36385819703,133359.63177769573,5638.024562281285
75%,0.0,118755.61132388042,169159.00400896752,7524.371921799906
max,13850.785316049343,348605.68074352643,327223.1023213554,31303.170345103063
count,369.0,369.0,369.0,369.0
mean,1740837.3139325855,753396.7981757388,510456.60664136533,7554.968484104187
std,217471.624244768,69426.98261431868,101130.61074995424,2953.1191880323972
min,1101547.680877927,556434.0849694303,293891.08655816625,2448.9842003907875
25%,1594761.7703575946,705059.658980053,438676.07151086524,5328.221665985046
50%,1726518.9687300946,749200.5894118173,498507.8810342236,6997.001671791723
75%,1883079.3146035597,796829.9225183314,565855.3113701348,9126.14882490595
max,2867812.020984441,996811.3195425991,964170.9578186338,17649.092650836275
count,804.0,804.0,804.0,804.0
mean,990220.5470138908,662013.1656175076,478839.3877127996,5397.7738800158595
std,187729.77175012438,86731.26373215306,94496.16858615773,2517.046602879322
min,536317.0207064477,460033.0972335227,274693.6040888251,1161.67142915579
25%,880561.2544161875,608536.8537527163,413024.28797036904,3619.23401836439
50%,982132.2635655511,657296.2543838283,472428.62533450074,4896.567354792204
75%,1086709.397950921,707081.2524918274,534168.2438038087,6656.011576606285
max,3426846.794143352,1842211.9520933905,975699.9376250687,27567.49903830538
count,1000.0,1000.0,1000.0,1000.0
mean,8057.059713377632,188655.1290061645,122106.20495584246,6170.532456011247
std,12539.733618069351,47097.48249965761,49482.52180493172,2824.584787663522
min,0.0,88182.30272934423,0.0,1583.431675464447
