,B,C,D,E
min,59838.9798079768,163116.5252063329,41946.6776947804,2648.6983294679326
25%,219663.19278921734,266706.5590250766,130984.859649074,5361.481229570671
50%,279459.15021067293,306784.2519042315,164640.48735514306,7062.768569824686
75%,340025.1183864953,345015.4958697702,195526.2067887083,9427.641154256238
max,587495.591758361,729814.7826278897,409243.72536002257,39969.76368048252
count,1000.0,1000.0,1000.0,1000.0
mean,1130.8367711754058,137123.1100733427,168814.61528823787,6590.33345895263
std,3662.3927188523553,33525.88636900048,53217.48523621222,3189.883651927947
min,0.0,66176.19295671201,26126.19527062818,1774.2657139283283
25%,0.0,112680.76257601067,132020.16472164827,4492.820033701312
50%,0.0,133544.52263220778,165799.64419836437,5926.598734942324
75%,1059.7586635174544,156853.2445646814,203218.87792872245,7893.965007696654
max,58209.25577613751,401386.1293836437,382729.18828198285,36824.46286943149
count,1000.0,1000.0,1000.0,1000.0
mean,1315.6505340740798,139531.68623735927,151204.0964332127,6676.133927460905
std,3564.3552158477314,33366.48264911542,49238.40290771046,3049.046450557264
min,0.0,71201.69425700633,18467.578047866416,1889.7593586973603
25%,0.0,115099.10824114812,115906.48646199734,4591.915463892105
50%,0.0,134891.6506248677,149682.95917566202,5944.07442710691
75%,1622.2750674625174,158594.9332831309,181769.78401119157,7997.988529072078
max,51273.33155654744,299242.5660306368,306697.89444857294,26858.101140747043
count,941.0,941.0,941.0,941.0
mean,577768.2997402899,420403.4316335372,297131.0832348587,7794.787940415294
std,120184.36867277724,65330.23353505864,61280.691210297366,3570.666387362032
min,258490.34481748194,267212.5037410779,120249.62203739377,1898.2852134579543
25%,496995.49012087495,376543.60881928785,255046.0254149101,5406.337509706461
50%,569913.5688212453,418155.97769096977,292867.55782587593,6973.919352707685
75%,652943.6763652605,457722.11799225345,334912.65620972856,9341.680666439299
max,1635327.5554239356,799363.1753858892,517475.0938180088,32974.63203208149
count,1000.0,1000.0,1000.0,1000.0
mean,1467.2987592974125,117405.27937448287,201378.52529867052,7560.364238408147
std,5935.643707539544,28325.84662324686,54099.046468141525,3583.1100513098204
min,0.0,56682.97058184315,42845.79080008677,1994.949022147919
25%,0.0,98880.71239127625,164072.27617586838,5170.8743204436
50%,0.0,113754.90124774794,198149.94682521766,6895.131923859988
75%,733.5118536222656,132135.79349278385,236032.3776845306,9066.542154553677
max,105963.99858438586,315219.5023292339,386585.4985569563,44747.54014832026
count,1000.0,1000.0,1000.0,1000.0
mean,78823.58664755203,266012.41090100846,182202.02578080457,7579.724253790685
std,48152.11608147518,60584.27780174457,53417.87143164664,3394.7925462516027
min,6766.400705549349,133682.9055921166,34538.74471417157,2397.89252609342
25%,42404.27818766172,221716.50479406322,145509.81138518947,5281.729487585935
50%,69966.78784745489,261776.26374266567,179891.01995220804,6909.265724494388
75%,107016.91019156633,302764.5340339176,215643.3588198031,9037.934870840027
max,331831.3112422375,556182.1414925006,362146.89639889804,28330.763208187087
count,1000.0,1000.0,1000.0,1000.0
mean,732.2199769254639,126350.91100934142,137823.44003665948,7048.113570366945
std,2886.556046759733,30327.514606678837,50419.07178002728,3185.478824911812
min,0.0,59986.52231402908,2839.1919866822,2071.5616400994195
25%,0.0,104495.24371197577,102640.1067781339,4809.239044050679
50%,0.0,123522.96336919638,137537.51472692937,6262.183042273715
75%,0.0,144388.151287208,170447.0262120106,8403.552559390733
max,48695.091275452345,316737.0698901853,343106.09947333735,28452.267154172307
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,3928.4279272096023,148527.33307973537,220379.33420882584,7210.826635646944
std,10411.617280850227,39965.63267261698,50436.84297500088,3247.2139418185084
min,0.0,76120.16565317649,84975.45307423019,1907.9413749761013
25%,0.0,120303.6320986291,184233.17154850927,4925.805553731757
50%,1076.1539467240882,142932.84264753247,217832.13996245488,6625.349828292492
75%,3675.921837749662,168956.5241932424,254299.75635634834,8626.397330774746
max,178717.41286601435,557485.6263071087,389016.5846645752,32791.206614155366
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,7236.503601034822,185763.5068002267,164146.24891539046,6380.432242941929
std,11325.873851716893,45384.6829888451,51497.879477043556,3018.279459209398
min,0.0,90810.50136760485,13671.364247723785,1453.0593166806773
25%,1307.7466918830346,154435.48880174995,127748.80079631781,4393.333497790538
50%,3627.046371509832,178704.5398665639,162355.72367630684,5704.060956714616
75%,7687.371930174387,210578.8300294628,197867.01897940636,7726.873583379076
max,90315.00030822899,406973.88852796756,370714.5206002126,41375.94316198625
count,1000.0,1000.0,1000.0,1000.0
mean,6499.863665359121,184123.2967242613,204841.59969284633,7019.491021059568
std,11407.9694826665,53101.40727543107,53187.57762451956,3590.9969684984744
min,0.0,86667.3517976405,36483.09886155602,2063.8873717998313
25%,983.998298456474,150855.3027217831,164735.54463397956,4739.581182547654
50%,3117.872024044427,176916.68123969567,205091.4582106637,6420.756160235546
75%,6657.10016531728,207925.96785413928,239732.10986718224,8383.02509240649
max,135564.6959293452,985093.0560588639,425853.0816892431,61479.14552496493
count,1000.0,1000.0,1000.0,1000.0
mean,24110.48898146773,228620.94785746682,233117.75954350692,7148.9880241655665
std,25634.95252058396,67163.35182385602,53836.759362604,3030.69135143466
min,0.0,105398.41374715032,61323.65680132513,2046.7598086334067
25%,8598.524925334385,186431.18730412965,195161.52911730137,5004.864889527917
50%,15545.880516703952,217324.71858731893,230215.60043780092,6615.5269202438585
75%,31668.69209869248,259947.653308342,266548.19274659676,8598.04839933943
max,347272.85358756105,1243259.1531472222,454156.1998508767,23777.034293483826
count,1000.0,1000.0,1000.0,1000.0
mean,1224.657525041244,122806.00353869527,173821.44473644797,6359.263359518533
std,4747.462268271301,29801.594859829234,51443.861321952274,3095.3047077940264
min,0.0,55847.62443423106,35149.624544741055,1731.9816776920682
25%,0.0,101885.8589381658,137530.22420462195,4252.925792336432
50%,0.0,117699.25156712689,172268.9568400763,5628.0342845611685
75%,605.9554809793786,139791.94194205254,206280.1788196265,7626.1287115245495
max,85106.0231564133,320104.4998701273,400727.5883750393,23416.925461073224
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,3726.232966643204,160259.69515914418,179477.7777445673,6561.711705829591
std,8146.195518970241,39357.73153597855,53741.00284097719,3040.2838033265157
min,0.0,73291.05857999249,31294.63390915847,1463.4020858851977
25%,0.0,133607.49783464146,141683.40799508628,4561.385195798102
50%,1464.2117099642212,154613.01060258044,178164.62183327915,5865.809081735653
75%,3675.7674438180347,181472.535037035,213488.6767031586,7673.403596971431
max,75688.49596589243,340028.81679899665,379811.3038329809,29585.617373989233
count,1000.0,1000.0,1000.0,1000.0
mean,36412.23719073803,223082.9501081873,192155.60427960873,7182.141716592524
std,32199.46394135107,56414.705039107495,51948.528575710574,3267.1392017387634
min,0.0,113548.17256493853,32427.304848933098,1813.6090436713694
25%,14097.462118409214,182896.47559906123,156135.9347154599,4915.505276390163
50%,26642.274131324004,215837.42334593882,191591.96173227954,6504.152810982756
75%,50085.30592718557,254556.82783889025,226199.41597901462,8657.563221145068
max,396546.727888335,474176.1573215564,405229.0173926394,39639.5773809149
count,1000.0,1000.0,1000.0,1000.0
mean,1043.9009883764727,138987.1357484482,171257.84389512605,6463.221081131118
std,3747.628391377997,32720.987362642634,53661.19509280753,2989.5841581692353
min,0.0,61043.12323298738,27121.135426430075,1684.5385736656046
25%,0.0,115768.46332057523,134085.81149794068,4399.275781751656
50%,0.0,135513.711079026,168640.52001618987,5894.176749127473
75%,899.0734600016743,157575.96680694656,208190.34559397222,7810.146971557275
max,86430.1095758813,295583.5486186284,409253.26336498896,27157.013349083096
count,1000.0,1000.0,1000.0,1000.0
mean,499.43540061284034,125229.86775493599,149876.97154687418,7661.822240001369
std,1744.2716565096734,28965.5340530531,53676.14941204065,3390.0098729372457
min,0.0,55595.17396282894,10392.549619052876,2363.0328970842247
25%,0.0,105431.21921681495,114436.52196919532,5272.048550207277
50%,0.0,120711.03869625375,148255.39541566925,6973.296979925941
75%,0.0,141848.91170557297,183223.62310194,9215.8883297006
max,28864.180591797856,276904.29423545266,383744.93877009203,29250.289149204364
count,1000.0,1000.0,1000.0,1000.0
mean,1642.4446441480472,146590.02502418638,156442.42916786255,6440.1931925361205
std,4335.477528446897,35537.18280806021,50651.82136278811,2844.653352917015
min,0.0,71257.265238979,15344.463914785689,1556.8273043718555
25%,0.0,119994.87123580591,120736.96006277132,4494.611644568897
50%,0.0,141970.6046473563,154800.8009136625,5831.687618578518
75%,1969.9032935294756,166130.95515439168,189732.60484304745,7858.694497973388
max,80430.8226264006,298923.7388570787,384008.658091661,20357.535271707777
count,1000.0,1000.0,1000.0,1000.0
mean,337.2188202329797,87689.48043631583,175766.69151320087,7345.996727122115
std,1999.9615480635289,20586.05258473298,52174.244134161236,3411.311552690662
min,0.0,40897.00583080884,41835.35737412627,2004.6646501526948
25%,0.0,73277.8756017108,139342.57734824644,5054.41524176162
50%,0.0,85541.42262378955,174236.22269472876,6631.976961684199
75%,0.0,99846.4395497946,211042.22967261265,8747.722469184415
max,35411.751724674396,175322.71308375415,353235.4817007056,41092.105856953785
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,11960.443754376449,191139.49658474184,178146.66378598064,6694.4758838987555
std,15824.996147438114,47718.115944852005,51077.178838401545,3070.8892668240587
min,0.0,85722.60674162461,27241.71478937033,1649.6434782911133
25%,3290.7525261301435,158782.32810926676,142231.05352578516,4561.357470953317
50%,6537.434641228028,183644.36803929711,176417.8325615239,6147.1340262386
75%,13051.153682764856,216801.69392960897,211751.68212094065,8017.7060508363475
max,114575.63135738535,413235.7746295735,414533.58807661314,28973.804548631742
count,1000.0,1000.0,1000.0,1000.0
mean,701.0956453728569,129375.51151121764,118987.11654027115,6602.022473919783
std,2368.0041069673075,29721.983485222998,51194.242456283,2990.1300114890346
min,0.0,63540.359051883155,0.0,1644.1513962765089
25%,0.0,108061.9239604371,82637.10104642497,4593.874123780385
50%,0.0,125507.59189828185,116236.91238577868,6075.070512821301
75%,0.0,147809.82437843864,151571.13629821685,8004.10311673588
max,31476.028410830317,258635.49227287108,287154.45828091144,22341.34572418454
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,6.335396870138559,45118.67621963465,104344.1324454861,7724.55529358129
std,93.32052366421499,20183.424723300872,50654.28529785875,3637.615746025073
min,0.0,15815.606537369262,0.0,2180.983977725272
25%,0.0,35941.2070070061,67726.48942146669,5358.512960951536
50%,0.0,42927.46513998436,102058.72587090346,7092.127099247338
75%,0.0,51358.95777325425,135916.249106632,9270.05445638571
max,2292.8862442166396,517128.4614661517,279523.5307986215,52955.51568311368
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,3.0528705461613734,38719.42705141732,67261.90667839891,6566.745590201742
std,53.848903766943295,11998.82850294233,43788.35614893526,2957.172628210143
min,0.0,15902.301507634756,0.0,1468.0982598024973
25%,0.0,30968.016983943166,40675.261944031605,4455.305552254613
50%,0.0,37472.86743608742,62556.77420879023,5960.9282969021715
75%,0.0,44958.46888423081,94115.74434873697,8019.704461360295
max,1433.972276403031,125521.38151716722,249736.7798128819,25327.169227272017
count,1000.0,1000.0,1000.0,1000.0
mean,5714.925773332456,167903.00969042367,182788.5091843496,7868.430017463967
std,11076.581645654409,41274.44901110854,54586.17684657162,3343.8475778463358
min,0.0,83481.91912302464,35260.1149184205,2661.1894392271797
25%,0.0,138867.18307842495,146686.65932694578,5433.179341254023
50%,2361.935528977547,164232.12675593613,181425.3081149558,7130.010230936132
75%,5599.893159784509,190952.56215201673,218195.45234339882,9612.696654913987
max,85872.82947916586,481972.49905168236,524731.0309459039,25239.80834046096
count,1000.0,1000.0,1000.0,1000.0
mean,14206.779933230184,194200.88979969782,165952.5599475475,7722.330685589699
std,18594.331839093174,48258.172099102536,49740.17984632666,3471.9769460946372
min,0.0,84076.84916774057,33217.5209023294,2132.863066047633
25%,3210.443297740706,159100.16349306836,129896.53696729266,5347.551471731679
50%,7288.595279876616,187369.02165427423,163222.8651896332,6964.3962154961755
75%,16496.408634599262,223508.14655734683,199095.8517562453,9289.537884381472
max,142262.6776821987,441546.1261267372,408291.5199463165,33473.77112322056
count,384.0,384.0,384.0,384.0
mean,1328824.759779553,460526.7123898925,242258.89590270244,7429.83675797041
std,162632.81229894335,54714.8488909357,55208.22675734663,3264.9573097185335
min,952656.0578963947,318266.3594014414,60964.84618819844,2342.9548359494584
25%,1213913.8438429395,429356.17419219785,203754.19257310862,4967.969472776698
50%,1313176.212637427,455452.6782022472,235471.309168938,6858.640950207312
75%,1432700.0865491251,489416.9238560878,279319.13860880444,9133.583387838391
max,1926551.667470106,720083.283622642,388651.34400333883,25986.520390342954
count,1000.0,1000.0,1000.0,1000.0
mean,2806.433657442571,153079.07995112156,174743.52086394973,6116.320677722793
std,6381.144064892809,50134.68815280089,50219.95736205105,2724.5077561854428
min,0.0,70215.2255857118,29853.265186970366,1511.153036510717
25%,0.0,125041.17667882738,138045.6835934451,4224.563209713013
50%,931.5754765565255,146274.21037338034,173331.9137625206,5560.906731000399
75%,3210.6465389793866,172533.47288996077,208049.88921510943,7508.785238346324
max,105774.06548050186,1173345.5829101473,438273.50411866384,20034.844641002674
count,1000.0,1000.0,1000.0,1000.0
mean,47.863866892343864,61086.81203287866,114996.29057643973,7481.577377333386
std,389.97613332163337,15693.465475697878,49132.66376163107,3340.084997579056
min,0.0,20337.745076874817,0.0,2031.8805346362387
25%,0.0,50615.63408379133,80953.72663301823,5322.901685880528
50%,0.0,59277.42323851091,112084.84739371897,6909.791247685707
75%,0.0,69582.8841554141,146288.93965589843,8822.663632705084
max,6776.583252396015,173393.7759621517,287926.7351212342,38692.88214988793
count,1000.0,1000.0,1000.0,1000.0
mean,23927.577927788727,212258.02841848964,168765.3311988515,7631.312458462462
std,25488.049404220383,53616.036182658645,50170.87069834891,3420.125837146399
min,0.0,98921.48532115459,38729.44197417948,2372.556830425288
25%,8421.398960837247,172548.63337203284,131431.2063497016,5256.3754103916535
50%,14478.831942421504,205376.24297177634,166190.22550852146,6980.705751975308
75%,30925.775592213206,241508.7150839183,202471.31984443194,9183.463080125737
max,318928.61659271177,436845.97798275633,389321.4779407041,32387.66302399337
count,1000.0,1000.0,1000.0,1000.0
mean,4755.689648600823,150518.309307398,202178.20930552518,6733.489774977252
std,13464.673247206214,37984.33648564036,55835.59215666077,3013.5610598670655
min,0.0,71318.57698807452,58687.431824567204,1857.577179738103
25%,117.21306133218931,124215.18962487634,163890.79385529383,4574.982858012839
50%,1576.6984619195823,144847.74088892533,198660.48472034256,6056.373461525576
75%,4265.0898765040465,171926.85647664662,239846.66769868176,8236.244980278272
