,B,C,D,E
min,11841.446572067747,168998.6682376029,153130.4254500115,1880.2440436533032
25%,86934.11851552427,276876.9129718231,266124.64747824543,4717.923442178677
50%,121875.08201044751,316493.20426863834,307812.4553411687,6085.112997726469
75%,175581.00599491553,361623.62493601925,353566.70138705126,8134.762455780587
max,1128445.1516408382,1088563.0723425807,586888.6353337218,27198.82806577831
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,50400.808360055176,43412.65106828586,7508.977775512658
std,0.0,12929.962778132929,43384.96911954169,3100.699644396588
min,0.0,18025.661877104943,0.0,2137.008330889272
25%,0.0,41689.52695583359,774.6106302337154,5326.121594599639
50%,0.0,48967.11149591948,39681.04063736314,6900.560077268926
75%,0.0,58204.914148522155,68568.56971060326,9052.910982563586
max,0.0,143246.51547903896,214184.46506183522,24838.774354815236
count,454.0,454.0,454.0,454.0
mean,1412346.3902014508,505242.33633762796,313939.1922365366,7862.073163206023
std,179828.5382218036,63363.61965786099,64356.90294224552,3447.0805802769273
min,930762.8608915008,316817.1847854789,168023.03652525588,3175.396258472814
25%,1293945.1575282826,462578.0105968333,269003.7138820711,5478.002045238449
50%,1396771.5738983108,502550.2398322355,309556.6722826606,7166.109051340941
75%,1533123.8501699166,538967.5132539311,351452.8307518852,9243.316873988038
max,2147016.8090136484,857257.3711926766,504499.11276388186,25626.628297063548
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,29971.09187325312,18674.550959994584,7570.557643910253
std,0.0,9080.809126465276,31388.96593307451,3596.960598428991
min,0.0,7692.035245287799,0.0,1725.0883346182627
25%,0.0,24178.411065273005,0.0,5109.736067047161
50%,0.0,29611.22954298661,0.0,6738.113263481218
75%,0.0,35467.39275799537,34702.72041273328,9112.548399870038
max,0.0,97541.69925193014,160629.64028745735,35318.74628554071
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,17374.92272572095,33925.698193137534,7934.32113859365
std,0.0,7508.378425042003,37720.972746990454,3370.8958475732934
min,0.0,1714.8637770795099,0.0,1817.9255107995662
25%,0.0,11492.190032963095,0.0,5595.078593892682
50%,0.0,16635.11399851482,31474.58922820352,7276.680629624904
75%,0.0,22311.472590854424,54990.27591469874,9462.721987214853
max,0.0,58164.94296908715,225588.6470913139,29260.439871373877
count,1000.0,1000.0,1000.0,1000.0
mean,1.4117104215418326,63774.40520097111,117175.23557783767,6939.100936669777
std,44.642203286685906,16499.04708465273,51122.5387789245,3169.445448107739
min,0.0,27178.727698534192,1788.1373939750413,1755.302497171584
25%,0.0,52801.30035921507,81794.62108946129,4803.330564918403
50%,0.0,61943.62150322684,114438.12094850552,6289.189205321734
75%,0.0,72199.41944217029,148418.69467693058,8337.13843767857
max,1411.7104215418326,189580.87133036178,317902.53831182554,29208.304428950752
count,1000.0,1000.0,1000.0,1000.0
mean,0.4161318407004173,15346.848696895077,122078.7844732952,6210.943155103171
std,13.159244235316741,8283.068718255381,48166.798545355356,2905.6153532995113
min,0.0,2752.9137186727557,1166.2430768997417,1366.7947576247186
25%,0.0,9311.8569698577,88941.89575050262,4205.7705099187015
50%,0.0,14086.727571004292,119591.3684360449,5582.678805513817
75%,0.0,19213.5194393022,154933.56957407438,7438.589889047737
max,416.1318407004173,81281.91184136423,314172.6569335265,27110.027661910153
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,66515.15944958737,109750.80048920351,6650.7527766613275
std,0.0,17103.17344117337,49852.12022984218,3208.966111049167
min,0.0,28974.031555654987,0.0,1677.2257625459813
25%,0.0,54720.953398049314,76660.40583609523,4531.7781828288735
50%,0.0,63818.71378829452,106756.98985926362,5873.212387820447
75%,0.0,75927.86440166227,143682.90972254434,8084.662981534791
max,0.0,171530.9781717608,316391.4033245972,27726.45095381608
count,1000.0,1000.0,1000.0,1000.0
mean,78.58506601194202,103808.36706416954,104894.29875449678,7125.409951805569
std,957.2476553531421,21924.42817142558,50203.99639316619,3276.0674862505725
min,0.0,40300.1838387661,0.0,1695.1560246354766
25%,0.0,89135.73915746369,68672.25715145795,5024.395457514451
50%,0.0,101662.6279130423,102989.5439238025,6464.69163281086
75%,0.0,116543.97239914218,136622.61530233445,8439.991410149236
max,26456.619459604295,203509.16346428986,294265.1825645475,37040.68008585784
count,1000.0,1000.0,1000.0,1000.0
mean,1841.2327997364089,134513.9373936343,199630.88352911477,8038.9523378272725
std,6050.090172669732,34116.871298072176,54112.4246380913,3420.124549136888
min,0.0,63555.172429132035,58293.33474273928,1822.7101816472054
25%,0.0,112067.3120634367,160679.89417833427,5679.131663129537
50%,0.0,127941.88919934808,198140.52263965746,7318.037569383088
75%,1317.3877066558698,148661.82262519893,235248.451233139,9694.68538682854
max,133872.9485900766,360348.50353806093,418867.81405992265,37732.215640800256
count,1000.0,1000.0,1000.0,1000.0
mean,276.0648794980629,33017.43193232734,158255.2811872952,7936.184863337876
std,1558.4932156679567,12791.539850395966,49688.424316088815,3449.1541255145644
min,0.0,11263.267023658786,2551.7195422134905,2245.8669228386816
25%,0.0,25514.578564811563,124351.73218867478,5612.684134315816
50%,0.0,31329.9588833495,155219.02487138222,7253.677169430419
75%,0.0,37851.24954921554,188799.16912587167,9473.28076782374
max,21896.373257131563,179499.1422332417,343713.29274792626,27089.95117583079
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,198.0,198.0,198.0,198.0
mean,1501557.5185752409,908009.1995914491,675010.3501822371,7731.308485297105
std,207619.73416436455,93419.80548857023,139016.03282286384,3239.0971231070225
min,994104.2129837673,715998.1671782554,393907.95384941145,3117.4064383150435
25%,1364253.1178035054,850944.5256015498,589248.3129853299,5337.001974789354
50%,1486504.8794427852,897989.1768366185,643652.0973666923,6891.611761703683
75%,1602510.7748330552,960781.5150857982,740965.2988686024,9424.9801154195
max,2669502.8766943356,1419897.0087749786,1223479.5026455955,23166.462968674256
count,998.0,998.0,998.0,998.0
mean,136343.12952163324,379466.43586286023,383947.6053973515,7183.037721050412
std,97140.73518817118,73629.93249334689,75030.3029198403,3326.5418863920213
min,14168.029843825578,214900.07107669977,184892.5570393822,1657.8700763110537
25%,77548.79168185846,328377.7327219034,331923.9308117611,4929.531910913831
50%,114111.57639642849,374820.58780514647,379590.57484355423,6559.379586670006
75%,168263.69680680527,419842.1027875994,434007.1507201355,8481.110904670642
max,1057299.473667449,1066976.9380060332,762320.3465318312,29929.007642718472
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,33237.68610111908,2366.303731429779,7669.403228433727
std,0.0,9163.519438297395,11241.579225101968,3524.039908389249
min,0.0,11342.573308326326,0.0,2342.336590461205
25%,0.0,27234.166625740774,0.0,5331.57535211176
50%,0.0,32610.226400614323,0.0,6771.5867726471915
75%,0.0,38195.18956812216,0.0,9044.152862398621
max,0.0,75742.58803409888,95063.6989358481,28663.360431719026
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,43871.84802976209,77970.91978388639,7366.353809060749
std,0.0,11640.816780659055,48992.150294596715,3613.875484210871
min,0.0,19117.419054895123,0.0,2108.511226128322
25%,0.0,35950.01365683556,44002.8563124006,4897.671738306826
50%,0.0,42911.21642143505,74620.46184243198,6523.682015247265
75%,0.0,50645.34423178509,108444.2889018978,8701.64250198745
max,0.0,95262.19516337385,245756.22971223717,32081.57566337192
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,555.0,555.0,555.0,555.0
mean,909566.6082619487,713556.8636418959,530426.0737067541,7386.932806405233
std,193321.22240423821,80926.17898589507,104824.36637629874,3536.9952571067674
min,450910.5334535366,518943.85293533193,329586.56605371955,2416.597013118898
25%,783343.5318662293,663035.9889727905,457233.72959526046,5100.672163897663
50%,899645.9953578897,710146.180826816,513113.872491239,6604.411921152712
75%,1012357.405149075,761967.0140657348,592535.4003622025,8495.927349450061
max,2607379.752169911,1163586.4071169288,970983.9811180667,28507.10174081311
count,1000.0,1000.0,1000.0,1000.0
mean,8.240309358839149,51281.93489660491,135063.28738280426,7654.133923638578
std,230.7544574549166,15721.584099793652,51957.943017340505,3445.4558509986946
min,0.0,21154.777666149974,715.813377324786,2020.1580314791217
25%,0.0,41928.68237744107,100533.5858333559,5419.0967147213005
50%,0.0,49273.137790991634,131238.61802339918,6940.606367978882
75%,0.0,57892.44013093868,166515.2414766873,9031.458959336049
max,7273.529238085984,243748.4138061728,359922.5042179213,35121.25988996261
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,3.8704225210285816,58764.9572782656,73878.1782556248,5551.322215814035
std,122.39350673661376,16804.666573802173,49624.32542454852,2749.79478742004
min,0.0,20461.421684765657,0.0,1406.2906342451545
25%,0.0,47743.33300376732,39148.47922409076,3640.2742518560462
50%,0.0,56253.41583983139,70266.53453472858,4921.964158185668
75%,0.0,66781.8016964716,105823.57115842524,6757.953434199283
max,3870.4225210285817,179999.3522606382,240937.3986773472,21642.157540404118
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,41.638952878127334,79236.20955870941,127086.25838896232,7141.506677851358
std,419.7788179678644,20072.959298522084,50075.78038495725,3183.9794622736495
min,0.0,27640.78600299274,2647.0157896918454,1861.557889087134
25%,0.0,65670.99323130178,91410.5398242184,4926.1876509530175
50%,0.0,76870.44304869502,124081.54844217615,6519.923216773115
75%,0.0,88835.67516041476,159661.06852738652,8703.453400856471
max,8324.30647090642,226027.58513738113,315455.9654750133,35086.76017480667
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,1430.476538652332,119161.60278105254,180697.82176381987,5127.520547722891
std,5993.098870611343,31283.01124733123,49350.373468496095,2495.7465220122963
min,0.0,53582.64882984001,46659.989137169956,1365.7347795025669
25%,0.0,99524.86353998826,145966.3298474174,3408.233221779019
50%,0.0,114646.33685525434,177455.18480935023,4515.074209987267
75%,924.2793787347354,133925.32742036946,212249.11498249255,6231.291863102217
max,145937.14407941684,417729.5411667977,421587.70492713153,18816.40925354006
count,1000.0,1000.0,1000.0,1000.0
mean,12.887345832942177,46551.31014272508,7538.478492988943,7672.579122226243
std,288.09137757680315,12153.498895492345,20021.7314041037,3433.7817968978993
min,0.0,16774.13552700827,0.0,2502.8872184283873
25%,0.0,38111.62226792672,0.0,5374.299259575502
50%,0.0,45272.599932124955,0.0,6855.929385378257
75%,0.0,53289.17996497387,0.0,9063.750538847791
max,6581.309332362291,109297.73343336224,110347.90573076528,35702.61371175573
count,773.0,773.0,773.0,773.0
mean,958542.4519560708,461634.9687138927,277809.121579693,6700.590472625127
std,144955.39877783137,56055.70218937043,59744.94105304363,3189.9704388430696
min,572010.1743865653,295705.02535870986,115021.55076097793,1812.107309490882
25%,855346.9299842248,425471.14922717685,235765.77600464463,4528.941202044516
50%,950557.4116003792,460991.1138317908,276592.09722142643,5991.320288980693
75%,1057073.1041294748,495795.72240265255,316175.8333853158,7999.962483503289
max,1419643.8988825886,665454.9065117807,476059.6677287452,31762.142898082617
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,12346.059165959141,37090.482834531824,6705.763918265531
std,0.0,10814.47569844007,41077.716761003016,3125.548153826063
min,0.0,1367.3138758094244,0.0,1641.9613962795788
25%,0.0,7109.278608521838,0.0,4544.290894423439
50%,0.0,10588.577075712714,30172.84457469351,6057.961591715296
75%,0.0,15364.018011347078,63701.65574924389,8155.801039306664
max,0.0,273825.2013760118,227763.15028121427,28302.92161833113
count,147.0,147.0,147.0,147.0
mean,1242635.2083920427,795117.7173041102,597542.724646354,6995.085890032089
std,193755.86160816488,76397.93945456971,139437.28153814797,3717.866260694894
min,839442.3996185253,626415.8530218547,304310.09023109684,2578.957214192635
25%,1098026.2401630455,744183.0734345847,514366.1133765214,4632.046811786172
50%,1233945.5394116451,794051.1659205621,583043.843395441,6215.532928720965
75%,1352214.7732025823,843168.6028445542,647543.3587866926,8112.204415864038
max,1855654.8703877472,1028308.2578578539,1302068.2326721565,30411.273629316605
count,1000.0,1000.0,1000.0,1000.0
mean,1.2915241809867268,64882.246337673096,88185.3000951047,6141.8778084469195
std,28.87162815797415,19320.829830566694,50617.00845184791,2794.740086512439
min,0.0,26133.518709674783,0.0,1596.8224748359844
25%,0.0,53161.07230750496,49696.78162731469,4169.050083664597
50%,0.0,62579.10403576407,87090.04939493489,5504.852382223648
75%,0.0,73535.74160397542,123612.22503834826,7523.137518615533
max,659.6908602378713,371013.8805550259,283848.1148319141,23805.0131773794
count,732.0,732.0,732.0,732.0
mean,1060772.8125464409,781388.3916490746,558825.4761267819,7863.679433119038
std,182227.14549035826,85289.2694845216,111579.66722412588,3444.077415184243
min,570992.6282384429,562109.5133131713,330701.73038829846,2174.175024831903
25%,944656.412199566,722285.2644233573,482572.2827078671,5541.901890284643
50%,1047533.7365344808,776762.0901429356,543732.4606826478,7185.594448535105
75%,1161549.9568850938,829910.1191160056,613067.4544086234,9402.145965959886
max,2582332.251563181,1131714.8638478885,1154541.3766134288,32472.73896833765
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,31489.773529588616,50468.63076780611,6285.001088971449
std,0.0,9394.609640251347,45360.14322777364,2901.174372392173
min,0.0,5642.7460586109,0.0,1856.073326753189
25%,0.0,24975.703467545572,1387.788858878019,4292.896005360619
50%,0.0,31185.938241889464,46430.293734502666,5738.460836427872
75%,0.0,36664.170180289024,80299.22647283305,7588.571788300754
max,0.0,99577.16211588046,235139.48552451681,29112.819482406583
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,38248.62310005402,43138.54458610281,7375.845268034956
std,0.0,10457.659775133052,42637.49798184235,3440.5020810842198
min,0.0,12155.445966487205,0.0,2202.78895723826
25%,0.0,31470.863049226737,965.0753987525982,5070.712655595451
50%,0.0,37353.51527503641,38302.59631932154,6521.178076936
75%,0.0,43944.12216940119,69468.582872775,8864.139447486408
max,0.0,119724.09745207513,204402.3434509613,29059.12375647894
count,1000.0,1000.0,1000.0,1000.0
mean,8.68995247130381,73203.6427941412,91693.30562296958,6724.132746946999
std,169.32576028261215,17692.80564564547,46792.73384120563,3194.5804023901983
min,0.0,28247.618332559432,0.0,1573.6397289961399
25%,0.0,60511.31626463831,56318.15238204526,4608.359505989356
50%,0.0,71679.90326514693,92230.03835621482,6091.406911798658
75%,0.0,82747.86529477793,125517.83472503966,8058.286531598072
max,3742.2096695568657,184304.11984308282,296054.4641021536,28373.977800891305
count,1000.0,1000.0,1000.0,1000.0
mean,1.779366712041799,59340.31522405892,100545.7310263449,7672.598999874952
std,56.268516027371305,15474.545238167371,50350.09505034894,3316.3892266639677
min,0.0,26123.148928616927,0.0,2179.3755050858476
25%,0.0,48583.32852025176,62390.489082891094,5300.316944165096
50%,0.0,56980.71512296272,96277.90369282721,7014.306447560238
75%,0.0,67248.36902969549,133873.8601576251,9174.36045887765
max,1779.366712041799,172354.09914790024,282265.7574585346,27377.797657781695
count,284.0,284.0,284.0,284.0
mean,1301465.5093073316,601914.5865201685,410287.09426564263,6897.651783584635
std,186585.2041112317,71007.46375991369,87006.29477461749,2783.554111134151
min,760733.9582374124,427514.50326906965,197045.75639711905,1903.7893498653712
25%,1192703.8350697896,560161.033017728,353836.40739906125,4869.935479678794
50%,1285265.146782388,600135.8176165257,402447.35760765756,6232.280107811466
75%,1420646.3862670478,643779.0680244159,458783.2503660312,8492.744857838681
max,2157261.198750719,894609.1185721157,736583.4365267106,17771.886310263075
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,28211.827895194554,17919.481889798142,6875.725094922641
std,0.0,8823.060670579775,30582.89523480995,3286.1504004594035
min,0.0,4689.880962240563,0.0,1871.8751449363733
25%,0.0,22128.62723961329,0.0,4768.140176727315
50%,0.0,27858.018303036966,0.0,6227.321202230501
75%,0.0,33447.93695752946,34775.348921842946,8190.9711900486855
max,0.0,79929.2387250966,171800.77039245487,41778.73110023475
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,930.0,930.0,930.0,930.0
mean,567284.1144412233,433534.79315365624,322464.46099560574,7237.032685255915
std,122267.42214789883,66620.55776288439,67741.76745389648,3362.855291912201
min,236256.76655561983,266177.8071256755,149737.58136140282,2055.004669137395
25%,484859.6763834651,391705.0574911049,274827.4849285085,5034.607064478624
50%,554829.9184449937,431456.8666189604,317143.65234491276,6433.822118940688
75%,640366.5315149907,473577.4445085875,364438.6359118839,8565.760058491247
max,1478584.2359790308,941932.4626631812,599104.1344579033,32870.62373161374
count,1000.0,1000.0,1000.0,1000.0
mean,16.591664213293633,76568.08071383285,94037.63923357704,7219.420434861895
std,432.8023069405577,17975.699943407853,48606.01862474669,3061.350594740723
min,0.0,35879.38471439923,0.0,2200.1440693235363
25%,0.0,63783.02172384766,57825.40960159285,5072.950931601754
50%,0.0,75584.66166687393,93399.28569719866,6664.16994841191
75%,0.0,87343.31659473816,126337.23644439492,8635.344479447429
max,13513.919253145634,181407.32047233364,335296.957796286,28938.06104599838
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,4183.9930527700335,42448.56619841027,7368.937788438509
std,0.0,5208.482782292067,42658.89525870903,3460.515073943335
min,0.0,0.0,0.0,1514.0918635619773
25%,0.0,1668.2969762383204,0.0,5025.579497966029
50%,0.0,3194.9041645373295,37516.374392189,6630.597118844145
75%,0.0,5095.167779626632,69560.1929042425,8770.710776034892
max,0.0,85459.70440543184,238559.46744028456,27180.71778342867
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,855.0,855.0,855.0,855.0
mean,792473.2306033177,574492.1539586445,425144.86226820806,7934.601593588547
std,167737.27430314,75870.64128097847,85663.93379186702,3327.3759471696035
min,431646.3272897002,389903.74616615573,203691.6663028901,2280.7889555813476
25%,681335.1325308406,522857.79739510326,367591.3046624273,5617.944840788597
50%,781737.6473428005,569440.671235528,415618.4779358135,7286.779369655928
75%,880980.933959165,619648.5680230798,475947.83574902243,9636.673922178838
max,2601031.8985843295,1105684.7991104452,996936.6833755518,35058.50423856766
count,1000.0,1000.0,1000.0,1000.0
mean,2.0502932972147887,53101.41487955346,40300.48992331875,6251.668713252144
std,64.8359669057524,13412.358137904102,39659.22229909955,2949.154819236696
min,0.0,16503.92923951664,0.0,1466.3607662611814
25%,0.0,44342.37697605003,1101.9377697874145,4148.037594178644
50%,0.0,51725.75733378807,38759.20091011017,5629.756046386083
75%,0.0,60233.064122314,62366.012970776406,7694.786230103815
max,2050.2932972147887,115358.35221179503,193971.80120294762,23378.45790841589
count,1000.0,1000.0,1000.0,1000.0
mean,1.5965925762285185,55209.931264985076,84687.87511096013,6362.743251247212
std,50.48869036197991,15785.216858459187,48839.20430116782,2848.531220041981
min,0.0,20851.769488730442,0.0,1954.7841542434126
25%,0.0,45444.24776775087,48686.90891504187,4383.492959090606
50%,0.0,53385.50423420971,82362.07317305777,5828.204720385578
75%,0.0,62319.10144810345,116813.93849223378,7629.02171825054
max,1596.5925762285185,247387.36879994156,258631.189098129,21566.26549493837
count,3.0,3.0,3.0,3.0
mean,2079304.177547685,498486.4931727222,393866.590477711,4623.878202373269
std,181574.76591850686,3922.9311088089926,22443.32003425875,793.895866983325
min,1935541.214449715,494317.98034068424,368629.4525639561,3749.200576603511
25%,1977279.1091127535,496676.7364638557,385006.9253119166,4286.38651703653
50%,2019017.0037757917,499035.49258702714,401384.3980598771,4823.57245746955
75%,2151185.6590966703,500570.7495887412,406485.1594345884,5061.217015258149
max,2283354.3144175494,502106.00659045536,411585.92080929974,5298.861573046748
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,903.0,903.0,903.0,903.0
mean,644931.9170753259,444864.0892487973,316970.86408668867,7037.17721888958
std,139308.72403308886,71991.90441518926,64781.100888445624,3236.528269119927
min,318136.5996546922,266661.1899541896,160993.6490737434,1392.535505532876
25%,557717.2662036753,401683.5556880274,270307.8162853067,4872.550203429327
50%,632207.3844362684,442329.7461250425,312716.18269359303,6305.892779440952
75%,720607.3180288548,482021.4119764418,354665.1878606281,8448.294555340604
max,2121354.975200477,1445813.951920462,559293.8966233568,28880.01570575396
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,11467.313520019268,58898.32301449221,6633.848990311388
std,0.0,6668.42345311584,46764.601587265526,2965.599941435905
min,0.0,977.5784729040236,0.0,1551.2012486585759
25%,0.0,6499.269753538313,23906.354123008434,4661.340688099521
50%,0.0,9822.854589384606,53263.36700411809,6049.236095024042
75%,0.0,14690.205519334808,89008.96462717178,7927.2693730009405
max,0.0,65528.25059215589,238721.55579870223,27385.60005854947
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5830.820329777923,44894.25801447146,5653.954391844178
std,0.0,4768.584167761948,43152.76242872039,2787.2118880087523
min,0.0,0.0,0.0,971.1648311333435
25%,0.0,3063.8606784186204,1001.2270899813172,3779.8822174071042
50%,0.0,4846.322106049084,40049.710600129416,5006.923354949011
75%,0.0,7106.625750681217,70469.00415246439,6823.8492790105565
max,0.0,63243.32343372493,197572.15665832284,26802.611622086963
count,1.0,1.0,1.0,1.0
mean,1827089.861493297,647701.7404308994,271593.412146611,7594.699284349559
std,,,,
min,1827089.861493297,647701.7404308994,271593.412146611,7594.699284349559
25%,1827089.861493297,647701.7404308994,271593.412146611,7594.699284349559
50%,1827089.861493297,647701.7404308994,271593.412146611,7594.699284349559
75%,1827089.861493297,647701.7404308994,271593.412146611,7594.699284349559
max,1827089.861493297,647701.7404308994,271593.412146611,7594.699284349559
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,6707.2570446921245,20281.509206700088,6793.869520403793
std,0.0,4333.27687042732,29706.182636355217,3208.6585409442755
min,0.0,0.0,0.0,1762.311316965565
25%,0.0,3941.096484054254,0.0,4636.199873763327
50%,0.0,5600.368995014231,893.2089773313854,6231.440634974547
75%,0.0,8360.646486659309,41460.940260580086,8007.955918384399
max,0.0,29839.757344401005,175034.60942924008,29816.35039583988
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2.9977330553929824,54144.41969971363,107556.24675725756,6787.536405337863
std,73.2863680571712,13661.474325238265,50003.0628097061,3289.7217734330343
min,0.0,21471.756488770436,0.0,1780.4706677892914
25%,0.0,45061.11574201689,70597.6436978108,4582.685276128517
50%,0.0,52917.520927462014,106846.18090478485,6061.346124591306
75%,0.0,61526.44511289007,142657.75821231533,8105.313208634867
max,2162.683339415508,120582.03851336346,264576.54167258827,33934.57958032825
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,48024.83138322268,59159.701732254536,7006.36403171134
std,0.0,13404.24645837682,42009.35610112962,3285.1858244252285
min,0.0,19975.926283382414,0.0,1992.5991467509239
25%,0.0,39326.79362278977,30317.945049162365,4704.1366327507985
50%,0.0,46451.60844396818,55345.18485526966,6252.289261754601
75%,0.0,55150.656914208055,85860.72674863921,8416.712687996005
max,0.0,132198.99430499854,215943.09842488405,25664.697026236274
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,43384.560097975074,50156.54958437973,7039.786256485256
std,0.0,11351.029027052049,42824.079155260115,3302.030674501436
min,0.0,14368.211873840162,0.0,2041.9530714945065
25%,0.0,35704.661945978834,1953.3034630205655,4832.382872589603
50%,0.0,42124.45349664851,45852.23956195583,6330.1001297751345
75%,0.0,49662.45019873968,77248.02815632042,8241.187839415164
max,0.0,96333.6808895665,216806.53080464184,32549.59719377603
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,1.5936156310508858,58490.24659053507,43465.61768644017,6686.4935637929475
std,50.39455108967217,14793.645238197003,42265.33005722963,3063.8220574746556
min,0.0,17901.444811470916,0.0,1499.7378336973352
25%,0.0,48978.90972054457,951.4739640460493,4540.498128190054
50%,0.0,56213.262822766264,39028.06025134899,6014.571791049777
75%,0.0,66723.1289842112,66913.66623761348,7970.409777258226
max,1593.6156310508857,122226.27381407665,212627.40000452354,31650.45685300947
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,994.0,994.0,994.0,994.0
mean,178873.49426400245,315758.3283698609,274806.97822507366,6152.244884502002
std,91681.13821237019,67476.51886280366,56074.92979789229,3040.063256084483
min,21996.0879138202,167906.71227699902,134645.98742005244,1587.258710271465
25%,116975.24979100566,269270.39988954674,237345.86743645032,4159.662585914302
50%,166400.4457741177,310121.40051391965,270087.7826680374,5509.009746824823
75%,223256.11607996313,355150.3914413359,313150.57598522975,7472.221046007603
max,1005075.1798653009,788871.3791214189,542987.6418888009,30598.817581176532
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,33976.860526188444,31362.185255340257,7606.4700246024695
std,0.0,9926.606251021769,38122.66364775764,3537.4381052042077
min,0.0,10805.853360602141,0.0,2319.645084543744
25%,0.0,27721.0625717624,0.0,5267.553486403682
50%,0.0,33289.74610389027,8285.750663533883,6789.992219044239
75%,0.0,39105.54946674456,58688.290513684864,9069.563825972993
max,0.0,101504.74182946266,224967.6457333049,34248.75545061941
count,7.0,7.0,7.0,7.0
mean,1687315.417792997,622133.8201373164,357077.5552773784,8864.889057141863
std,170009.3712668904,39137.157485062984,58104.80886135734,3471.798901268362
min,1466059.3222254792,550637.2012574984,263333.3877706204,5781.080271221144
25%,1565250.6121522738,607356.8492758146,332122.04285189457,6693.696817942819
50%,1647063.7851009432,627817.8234826479,353214.1126557273,7820.743186116739
75%,1839906.4711952955,647474.0113563943,395273.232505534,9741.391889922252
max,1887770.6505294205,666819.9949566503,428204.83580044453,15582.22252692502
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,746.0,746.0,746.0,746.0
