,B,C,D,E
50%,31388.17482620707,238304.54502650554,192257.2378654756,5165.143341262197
75%,55013.14170929199,279307.8666656788,228245.2144124274,6938.528009259648
max,366613.97829591646,617477.1958311413,388399.2516845808,22889.50179457218
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,45317.12715911153,257828.18153889253,277331.4266956205,7129.53960008059
std,50089.39958350004,64431.414589689,60093.43971365033,3237.9423297872404
min,1867.576350514927,115887.01018280332,115848.13839690114,2019.2524650579367
25%,16770.096695697164,213320.9138806557,236356.76232668356,4963.387484958344
50%,32014.324405326173,247410.60776271537,273063.31148843816,6450.029419094944
75%,56820.42485270595,290250.6940879955,314264.2509835942,8677.26637424437
max,821616.8586787754,682252.6688736004,495803.680802059,27312.98333351497
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,149.09144280989688,107882.16411109071,145489.37217197276,7771.100474221632
std,785.9944923387593,23956.173409778632,49263.003019412565,3728.9766659714
min,0.0,48228.83322769193,17526.583072977366,2162.5287213260367
25%,0.0,91179.97073805166,111079.44522969877,5341.084451392962
50%,0.0,104758.09043887377,144244.67474983615,7046.88555616444
75%,0.0,121723.50759223562,176439.15013401248,9163.138221385161
max,13849.442114891084,256750.25053040622,329654.6286660393,37081.90313872088
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,159.0,159.0,159.0,159.0
mean,1671760.6824268496,912082.0246172253,655252.5429918946,7321.338822709072
std,196346.04299907546,82872.74922196125,135437.04567159293,2704.486748387384
min,1232845.254719672,703496.9496649797,393208.39090972045,2601.3991746256715
25%,1548003.5383393846,856691.0564340411,569322.1750662784,5161.8106506834665
50%,1663059.1621747254,910025.6048538798,628478.4150991688,6932.963054216913
75%,1784984.171805424,965326.7746409107,727014.1751656681,8949.539331013959
max,2378129.113891717,1180591.3883399128,1311302.7799938368,17990.936154417785
count,436.0,436.0,436.0,436.0
mean,1159766.9572640592,462849.6531421026,309607.87971878843,7937.1155217067435
std,159612.19568953474,61011.977874117794,64975.44562758261,3336.8500484318524
min,749277.8223945053,315786.6828744434,150692.82186159125,2227.455437439599
25%,1042476.9421558103,424788.30477998155,265977.6964122351,5627.978184647794
50%,1153160.7817609794,461252.10718079953,303589.80746853765,7214.283807702537
75%,1254329.0688311975,493817.72116923163,346034.76402955723,9640.50342234353
max,1738095.812975053,821425.8927401184,524589.283165057,25462.517969258308
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,919.0,919.0,919.0,919.0
mean,571354.6897212968,549031.0089141096,441347.20288147737,6935.7505584526725
std,164302.9170488351,82639.67231163489,85682.88269910766,3273.882821520757
min,237753.3742463513,360317.2689788786,246079.8458038502,2030.4710730255779
25%,477712.1239684294,495484.62023749057,385373.49146026163,4602.8175634057625
50%,554427.0379919214,546199.032939541,430360.46707629476,6264.090497145244
75%,642618.4098241453,597613.2805707622,490203.7695079684,8461.802674543378
max,2928077.393646597,1346542.5381787284,875948.5825367436,28128.582238475243
count,1.0,1.0,1.0,1.0
mean,2582234.606967718,841269.2705718831,626694.1500130367,13412.619751352582
std,,,,
min,2582234.606967718,841269.2705718831,626694.1500130367,13412.619751352582
25%,2582234.606967718,841269.2705718831,626694.1500130367,13412.619751352582
50%,2582234.606967718,841269.2705718831,626694.1500130367,13412.619751352582
75%,2582234.606967718,841269.2705718831,626694.1500130367,13412.619751352582
max,2582234.606967718,841269.2705718831,626694.1500130367,13412.619751352582
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,49.329999567314864,34706.290980779064,151432.97721818095,6201.270219284143
std,444.78979398390794,14021.014722272359,51118.861475902115,2888.7719888013917
min,0.0,12767.93755088524,14052.808588897598,1219.5561624283105
25%,0.0,26532.106346582346,116305.93858098997,4261.294776123751
50%,0.0,33376.87674170456,150608.66275742912,5577.649607441428
75%,0.0,39623.42433292999,182788.64000352667,7445.503314947187
max,8077.3597842539575,217362.277341004,345063.73723510525,23103.038070315604
count,1000.0,1000.0,1000.0,1000.0
mean,27663.030969790092,202030.42772147164,123906.7095881611,7275.763642937314
std,26452.148949765964,52825.30379173984,48588.85709850078,3473.2545561846405
min,0.0,80220.50066734917,690.8608385943625,2033.4644290627903
25%,7855.575079420475,164415.59665226843,90313.4319680601,5003.349158310105
50%,17575.69184116763,194816.93814150966,120686.57739689911,6415.080005842584
75%,40546.40503026637,231685.08399741355,155723.2423015248,8723.54997269261
max,161674.77186129038,609511.1707233909,338146.3065598124,31574.411159943516
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2711.3065175969627,158395.67644965267,157680.94464097792,6025.999822694423
std,5275.0368422494685,40590.49633361982,50194.3901978186,3059.3485360237987
min,0.0,78692.41418913373,3723.1138172572682,1598.949946975766
25%,0.0,132161.86464912805,125029.27778184606,4042.7804869603474
50%,987.5088499934816,151935.09472674344,158255.21193699332,5274.979237803151
75%,3162.1239716026294,179300.36694784567,187445.97430905252,7268.828355921656
max,48091.09143360103,425859.0917466299,495643.68504070444,38650.680188722
count,1000.0,1000.0,1000.0,1000.0
mean,836.7180741023797,124427.10143443709,145499.3199588812,6660.391397009496
std,2841.9378978971736,28882.342524087606,49343.318020475686,3028.419183248021
min,0.0,59984.2077800248,3782.3435331045366,2026.3742370320754
25%,0.0,103805.31630767514,111992.15573231172,4504.046411946712
50%,0.0,120331.22685566943,144343.4558391794,6056.952513948379
75%,0.0,139830.7817196755,179236.9125840207,7968.077303356203
max,36967.54864784854,281715.8686605841,342057.65922423056,25656.94040265443
count,1000.0,1000.0,1000.0,1000.0
mean,58.32596322759123,54936.14660308503,173210.40862088752,6408.11125166489
std,478.23011295726076,20209.137885714234,53947.11067731311,2929.4306253993104
min,0.0,21963.821799176967,29846.61076520454,1508.678035182284
25%,0.0,44730.17158738002,136225.90115698555,4454.187766653858
50%,0.0,52563.983509866026,171150.51910282276,5887.807765313284
75%,0.0,61558.24306574081,207989.71939660996,7625.011528808902
max,8078.06803073955,481267.24786047195,358259.331033554,33207.58090983933
count,1000.0,1000.0,1000.0,1000.0
mean,29844.955059438766,225923.00372713406,171500.10592313088,7911.542284068543
std,27709.13754919555,55947.81393669504,49149.33026266898,3779.765298068408
min,0.0,106456.20565282047,34891.93132424352,2280.331097676287
25%,9814.665761943434,187783.82346292332,137006.18569379175,5528.055534719015
50%,20726.88176778183,219229.3412116227,169097.9030198445,7085.501246314826
75%,40265.80532190573,254469.70348408516,203292.9653354608,9262.463197204303
max,225665.3628525123,523027.56116373144,465510.8896349472,49167.59277556053
count,821.0,821.0,821.0,821.0
mean,850798.6213675592,483148.1832926983,343372.40731968835,6532.425529798104
std,161553.08430749484,70672.29383138148,66285.46753401171,2968.010763078399
min,410287.27755618264,329530.120854795,169282.0357822096,1720.3746157993046
25%,744916.9996425747,439994.27565953217,295436.9670138643,4451.780636927718
50%,842424.6955914258,482678.4670541261,340152.490727341,6022.6581699105045
75%,943723.5511176422,519194.7065651152,383235.3580612438,7935.162222887694
max,2501505.665566532,1337751.8638727786,605742.7276356716,24038.500423171554
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,1899.8519630184926,136328.62183452002,182044.23342146835,7727.09346565071
std,6023.618271554245,35077.808542701445,53603.36481923213,3382.381250196847
min,0.0,71854.98612452437,54457.48711544925,2209.419427158175
25%,0.0,110922.49816072869,143285.90284716163,5449.77950013645
50%,0.0,131126.047281843,180192.01504035795,7097.150242072425
75%,1645.290037501186,155962.590399661,214327.7197745019,9112.378366174004
max,84244.50071790004,458710.2126307428,419387.23270661396,31392.038578924003
count,1000.0,1000.0,1000.0,1000.0
mean,284.4681907773155,116021.02622675199,104686.42220283103,6025.244802417488
std,1275.534659892062,24861.57401730793,50935.834588597856,2874.243737220156
min,0.0,62065.49974090229,0.0,1462.5811952897725
25%,0.0,98368.4263727896,68177.48324512194,4155.4502243570605
50%,0.0,114312.56764104505,101573.37562495878,5442.867885855982
75%,0.0,130925.96405985262,138226.14864539297,7188.335752677318
max,22033.609138507847,238052.63985351368,283627.4301322175,26501.062193167294
count,1000.0,1000.0,1000.0,1000.0
mean,670.5719972877649,72252.34064902802,152198.57768773215,7870.649736270529
std,2516.5528821172657,26362.376440801832,50532.090282033234,3366.0044647271493
min,0.0,24187.235575846375,3442.3027114716983,2264.924133654877
25%,0.0,56866.20804577445,114798.77946282386,5492.5636702255715
50%,0.0,67164.88559161725,151185.6648211995,7239.027871887481
75%,0.0,80615.1557697903,185169.95856544955,9509.55325432893
max,24668.816432762116,331888.0985920927,334603.614614229,25955.177010708503
count,956.0,956.0,956.0,956.0
mean,522033.33777841204,531330.7578767126,420518.32389195106,7140.009515637042
std,141013.76878503067,72692.64780136166,82659.45437584523,3350.1511914824537
min,194218.93061399568,346481.8141254132,215157.61471486784,1814.3852737986776
25%,438800.3427264895,483560.37182237307,358359.2938880115,4864.661631086495
50%,508222.42782197136,529446.2487278201,417348.85131629306,6401.440495236228
75%,587319.3512757195,575035.103819711,469800.98600232776,8605.677788641817
max,2583339.332582095,914014.3726253094,866785.8024206886,30771.50751521224
count,1000.0,1000.0,1000.0,1000.0
mean,9603.703772922698,187244.82899681357,179729.1978818542,6453.159399939354
std,14432.923813223073,47754.23734542471,53248.65125016836,2963.777848287519
min,0.0,84207.39070481912,51983.8042559072,1551.6784589904441
25%,2191.7182998360267,153567.2873923851,142382.77370245854,4406.444462003153
50%,4884.338545009896,180700.2984215627,176902.83039903676,5942.3816883936415
75%,9940.400484817368,213306.30785092246,214879.56191569523,7709.364978344296
max,144443.7792592165,483679.53515532246,432537.58046509675,26971.04538071536
count,1000.0,1000.0,1000.0,1000.0
mean,228.02589724788544,109248.84338867392,148044.35922987293,7577.412922901743
std,1602.7523106502385,25938.76697279168,49813.32186197909,3360.1513036774195
min,0.0,54737.1487146697,17611.728675037062,2093.4806341108997
25%,0.0,91519.65805392028,114134.82831825604,5278.363723027374
50%,0.0,105716.15505288172,145022.03222274696,7005.18611438856
75%,0.0,124603.92883435905,180148.57644110953,9138.511906007094
max,38856.56537470616,281380.1644071158,400940.5474658909,30548.796237858354
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,833.0,833.0,833.0,833.0
mean,895575.4379810769,689412.8913139538,494532.15568771,7599.517141849053
std,189987.82201330844,85142.08054956778,98530.42316264955,3363.103972327109
min,442594.00802217826,481179.4525136866,265284.3293009836,1968.4509436685491
25%,777475.696827798,635939.5853121541,427654.74757112755,5231.936484215306
50%,884677.0653066823,684896.3214456225,486524.7922096579,6986.054300551879
75%,986929.7696539836,733034.8609943613,548489.3551640322,9102.99652271423
max,3538967.336271007,1574132.9789821527,927661.4232900685,29786.48585291444
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,37.0,37.0,37.0,37.0
mean,1484459.720593073,674358.8347125078,459355.28945429565,7294.2234252495
std,190161.00279940726,73696.83807268496,87329.98587352554,3129.1466876965683
min,1173375.0395286516,542843.0757143764,291801.10950118676,2759.695859219844
25%,1352457.552290727,618572.818461095,396451.74292366236,5352.524699926547
50%,1456645.1509580314,658224.8300195077,459140.6520420236,6940.581519037963
75%,1603754.7899778238,737493.555777102,512775.33291025506,8820.233126544075
max,2065877.9513083317,814881.7467042172,681785.9073187257,15687.810899706914
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,581.0,581.0,581.0,581.0
mean,1343341.5333904848,574884.7378057537,382536.1339713737,6742.908688369194
std,181806.77611337882,74895.95715304987,72588.9439787173,2915.6702770079173
min,899408.336254909,418858.64521788177,181441.57010500476,1839.8052671941914
25%,1217405.7682243926,530613.0444611689,330848.8189802552,4705.984395165443
50%,1338521.8525038115,569253.6307932546,377509.08103053074,6211.740279130934
75%,1462414.1990697866,610966.2614349514,427302.12223493465,8296.057772799408
max,2148932.0476655806,1471190.1269139429,694042.5405500508,27801.53087863635
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1.0,1.0,1.0,1.0
mean,2147113.1119203595,551032.9776295114,320119.6586379013,4094.828367158468
std,,,,
min,2147113.1119203595,551032.9776295114,320119.6586379013,4094.828367158468
25%,2147113.1119203595,551032.9776295114,320119.6586379013,4094.828367158468
50%,2147113.1119203595,551032.9776295114,320119.6586379013,4094.828367158468
75%,2147113.1119203595,551032.9776295114,320119.6586379013,4094.828367158468
max,2147113.1119203595,551032.9776295114,320119.6586379013,4094.828367158468
count,1000.0,1000.0,1000.0,1000.0
mean,42210.78281623867,224614.19924149668,192939.18227029257,8045.945492910936
std,35475.34504990008,56091.79441613135,52992.26686613129,3615.6475593290147
min,717.335415254843,110739.63056988857,27736.56859233016,2404.8855773862792
25%,17201.572239687055,183296.53243660557,156919.60670367334,5575.8385843588085
50%,32468.547519087242,215926.17251188573,190739.8087267907,7337.989780748036
75%,57435.58220822744,257919.67842695556,224597.83713133365,9504.851727148362
max,369663.3892736012,463456.432008712,454102.0268349768,42781.80413053354
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,887.0,887.0,887.0,887.0
mean,709304.5452458028,546088.6364053234,408852.45682205335,7809.0777445948315
std,172671.41580947294,79753.23029823035,80147.71971528525,3465.957584013152
min,262716.2121408221,328309.5455614812,189444.73966348238,2265.958735166412
25%,611443.8154605911,495075.92454839137,354881.67636242823,5409.438402707972
50%,692211.5324242243,545642.1114608452,399935.83406472084,7053.468542513157
75%,790947.7320885519,591814.1031309804,458474.701041119,9414.443722023567
max,3623275.466169173,1640302.6611333836,875368.134118509,34696.772764117144
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,892.0,892.0,892.0,892.0
mean,612805.1403857352,734060.5122303915,564312.3604227827,7449.145560499817
std,211625.93785153146,91772.06928822868,118714.7078025579,3381.300015343343
min,220605.4704176144,498598.0128680885,324230.2739483738,2179.8031978100307
25%,510749.07448622904,673166.3499982865,483307.22228746966,5134.8609828080425
50%,592477.4596686584,735431.5527267888,546692.6000299136,6686.246870115721
75%,677628.7928169344,787714.6006200031,636358.817352884,8951.414449642501
max,4991937.1443563225,1838206.6902042495,1224920.258784809,34517.72528905143
count,1000.0,1000.0,1000.0,1000.0
mean,418.65007323410714,104680.80939539675,193504.04376091907,7749.520201424507
std,1695.0731557362908,29098.89699338428,54113.00642051743,3413.1318514310037
min,0.0,48892.72423385805,47135.20528915852,2150.8117394765245
25%,0.0,86530.14995596156,155375.8706581944,5395.978447899508
50%,0.0,99847.14636987555,191781.34112561418,7132.187308210328
75%,0.0,117689.43454510698,229247.30107090375,9293.949667887076
max,19320.311281402857,357012.1639889849,438906.2013782585,30591.298872322182
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,930.0,930.0,930.0,930.0
mean,450018.6757923626,340516.91629518935,187512.62749107607,7992.434126759216
std,101759.93247847047,66305.55718246513,51942.29748436632,3519.5147081379396
min,183014.9935256133,191046.56557450502,41691.20499687878,2228.747152570671
25%,380239.97247933946,297602.33498253237,153232.71268226564,5532.428964625967
50%,441048.19387997646,336644.6241598716,184767.58069770507,7433.12869277053
75%,518296.02877581376,377962.14925680106,219493.32187790185,9646.501106460886
max,825090.9925082177,923792.9002281621,462789.0012152463,35826.86832905874
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,8.620932632118368,70620.39934287593,52349.7620064341,6480.338145105142
std,155.16058933476023,17439.101548349787,46023.835906260516,2990.3174572462813
min,0.0,28588.83317509513,0.0,1475.4268533001132
25%,0.0,58709.31571674729,1925.47223150335,4377.264986490681
50%,0.0,68507.92630813734,49620.683108932135,5902.4049644025
75%,0.0,80637.76331888266,76643.6796501767,7825.14587636388
max,4096.036887983017,171334.29466001474,253225.66440826663,23535.14628723549
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4231.988052623032,168413.25098309285,169725.555005477,6405.56688433183
std,7755.411018492382,39008.04158290716,51137.16773912214,2933.987920067772
min,0.0,80318.53754948289,35444.60668242246,1370.211534797264
25%,0.0,141423.3219854153,134694.7245120395,4426.053934416578
50%,1966.3557170123904,162350.74744156864,168396.72139019752,5782.631057864722
75%,4514.932056456354,190195.3754201636,200437.59085516213,7592.8248277998255
max,63418.0573819955,336458.8519802086,384385.92770644685,25947.36062431611
count,1000.0,1000.0,1000.0,1000.0
mean,630.1007863037033,124403.44684979772,169843.75765721884,6746.657007307582
std,2424.5484061857405,29067.098403137137,52969.522823532396,3358.4469204321363
min,0.0,59975.60399589379,16234.73482373585,1898.7395818787804
25%,0.0,103989.42958978267,135725.3590646776,4533.063189084334
50%,0.0,121382.1000472892,168453.73354346212,5977.5519954952415
75%,0.0,141658.68112437954,202275.7492727192,8083.68328520526
max,41471.97273891142,271365.76777102036,462300.29344426154,40431.0180492061
count,1000.0,1000.0,1000.0,1000.0
mean,45.74719959795594,85933.0802322846,147888.05839511592,6535.831873152899
std,390.0959511292541,25361.775237426045,50836.857565944105,2993.833118388734
min,0.0,39987.04321763385,17301.85539942104,1666.9245326031803
25%,0.0,70685.68648758432,112193.62931368998,4551.155353418831
50%,0.0,82526.6324499493,145490.8212066822,5907.10017789873
75%,0.0,96673.90069499573,179560.789663531,7886.8461870829315
max,6657.6434480501575,426885.7167813813,345902.28422836144,31020.081382070297
count,795.0,795.0,795.0,795.0
mean,983174.6294297224,751123.9199663894,534404.1896926985,7274.347339172945
std,195178.58627634888,88743.11915343298,109497.3972349981,3285.1625300196697
min,565617.2859652869,538590.821130509,282897.09474578337,1887.6046988080225
25%,859290.3387049837,696930.8446004965,464181.55081160343,5014.498568327566
50%,978807.1365044103,745568.9928107132,518382.41461899644,6624.305420646029
75%,1083839.438454941,800787.9222686549,591707.3257431706,8817.866020990728
max,3786972.5534758572,1612259.722661246,1030714.8715982249,28005.58027577024
count,383.0,383.0,383.0,383.0
mean,1530106.7173937957,886936.8242048894,609603.1167386872,6894.317106173784
std,281307.4609385482,81439.27919306516,118754.6060734328,2680.245943125304
min,1047292.7400501275,682283.8621797195,348031.47720459447,2356.272797789584
25%,1373593.3861270258,838760.6115374097,527017.6365704983,4915.7571620819745
50%,1486716.204210315,880281.953652164,595893.1761079641,6440.597437021514
75%,1648889.4374402706,928179.770955407,682668.6588811481,8347.948943326552
max,4937937.52468957,1354727.5634958611,1016553.4838384374,18652.414783554617
count,1000.0,1000.0,1000.0,1000.0
mean,20348.80230629234,187281.67792224156,261841.86028753006,8066.921734532467
std,37671.5033844474,50738.07896219652,55962.157535193306,3444.204968770659
min,0.0,72984.45355274837,124414.8442656869,2296.55274646081
25%,4454.6749286061495,152626.77268101828,222448.20018476108,5636.954946686226
50%,9871.41808627656,179822.44806577626,257945.91743292892,7278.119006956016
75%,22690.56916453389,208323.50404697176,299015.8986790859,9666.865274795427
max,614032.292513055,541691.6343694885,462646.84608589637,34239.85207840566
count,880.0,880.0,880.0,880.0
mean,705529.3090604384,505634.73745978787,379349.348057252,7482.281696744535
std,167401.46887952104,74247.77165105208,72630.03806788613,3397.3630286517796
min,315604.4023002895,313380.67724979477,175548.36720085228,1968.4509436685491
25%,601883.9654063452,455476.8401627044,328850.48273705906,5132.1179176296455
50%,691372.6617171911,504165.33829556446,375910.45395424543,6864.153741742284
75%,786646.2320018515,545686.396266991,423376.4143369358,8968.412418347101
max,3111508.8349914425,1355098.631461351,651533.0174058336,29786.48585291444
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,6579.099921880948,177059.11486110193,181145.73920269712,6641.619932548804
std,11385.382614747228,42527.18367030985,52685.913864125716,2999.126542081507
min,0.0,82778.25088309005,35543.9741569161,1856.3893540975982
25%,1055.4043333174,148329.80081217544,142808.25972471232,4500.024263505083
50%,3256.910276435533,171227.11259825213,179388.0497798507,5950.948706399396
75%,6691.47276608131,201878.88134413393,214984.98119213528,8105.716103907245
max,111850.45787874819,368778.97142430145,467414.88330737595,22167.257430576235
count,1000.0,1000.0,1000.0,1000.0
mean,6230.208861161161,183127.00735451616,180991.53013621987,6374.52912701753
std,10358.830422530966,46398.67982731863,53792.00689367781,3058.6051308332308
min,0.0,85789.91391765722,51346.77649166248,1852.1859182265339
25%,831.5408333622922,151394.58370508277,144527.21446512124,4286.428420647506
50%,3026.223857622531,177191.68866547156,178674.502704118,5757.0005548985455
75%,6447.431671081504,207402.3404528935,217306.89923943297,7731.568630893375
max,98615.63439305038,419292.95131144667,364811.63555026846,31672.580593840335
count,1000.0,1000.0,1000.0,1000.0
mean,4818.490303325789,174108.89409563193,172118.16428440684,7685.119099635682
std,9031.744807833054,44256.46325831021,52463.93534175974,3565.586808818517
min,0.0,83011.71453079056,15408.153740095393,2193.8795012373275
25%,0.0,145672.14831415753,135747.89034391183,5289.868455717044
50%,1983.4088350693905,168832.81434111163,169224.92098677787,7008.286115910277
75%,5038.2833844067,194245.3461401351,207004.95178672555,9226.830177092248
max,61537.87593333254,589257.719438592,346274.22828898346,51201.7428712519
count,1000.0,1000.0,1000.0,1000.0
mean,28538.709322266735,212728.00837982536,197028.4558794355,7305.507309560627
std,29368.80728097848,56566.87050692894,54127.24028116641,3403.122282384781
min,0.0,90889.8771655804,46124.503536296084,1856.421065213611
25%,10312.947781862918,174102.7378678935,160742.15335863357,4999.323195863963
50%,18697.84520289409,206341.81310297674,194956.629461626,6691.820290613738
75%,38186.45676442445,242774.78077319768,230751.35239132406,8861.134446787662
max,391797.79295482364,741261.0014685526,417846.4384188606,36580.76489994497
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,959.0,959.0,959.0,959.0
mean,523111.64796351816,673125.3013712302,528485.5537682131,7630.3193857219185
std,176691.55185777415,83059.51394198759,110652.34105596671,3490.657367384615
min,116832.59494222939,425231.9148388475,290798.35167771194,1753.5510299747225
25%,425034.23977357976,620875.0697702969,453732.7489157672,5332.225117021893
50%,507606.97089034924,667075.8136409104,516115.3342643745,6888.479891079247
75%,593542.7327498568,723556.5226735952,588570.1673940031,9123.94029246808
max,3670228.012846607,1168780.376998474,1127320.00522211,35770.60777038743
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2901.3481693617086,136938.5008478231,209166.99208677435,6990.586374633036
std,8574.639810145914,35228.87040118064,53212.089529843935,3270.675322572635
min,0.0,64220.39360081921,32309.58379834301,2141.14857175589
25%,0.0,112339.00782741007,170874.326790433,4839.160200860238
50%,475.4186004707147,132909.35560999264,208734.33056765076,6299.496345095473
75%,2735.05073593265,156485.76291726422,245988.66665842227,8341.682967138451
max,137184.47499127395,385463.03293045197,410055.7289659688,33587.56848953574
count,1000.0,1000.0,1000.0,1000.0
mean,7382.6388038646965,175846.06299730236,131419.8210507119,7886.944172057022
std,11872.920856371924,43326.50344777106,50485.220750537825,3302.7626570792186
min,0.0,82854.87285429677,2607.2689453692865,2146.002969475728
25%,1338.8186280761925,145605.1785911761,95890.84467528916,5524.824907750485
50%,3434.015606105374,171084.35517702822,129066.8436991123,7282.746801190125
75%,7639.02230697234,198479.34949081237,164194.02889369137,9492.053391132038
max,98621.13964883245,370220.2732251323,299061.8231873601,30819.31269675598
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,678.0,678.0,678.0,678.0
mean,1190370.6409386087,824867.306892261,570182.1588270066,7332.583045864354
std,225420.4367295768,79153.5549876448,118569.63222255792,3094.1489926149316
min,661814.0797962595,641263.6433411743,318292.32378907816,1857.4390932680576
25%,1064464.2238672809,772209.0131523411,491858.71883098606,5145.7489617884075
50%,1164242.540395686,820041.6101844187,552890.2932341058,6760.877321885424
75%,1294349.2477262223,871856.2223021884,628897.7559565557,8903.869692403501
max,4264795.508323325,1304814.194152872,1203226.2287954106,26947.190625649015
count,1000.0,1000.0,1000.0,1000.0
mean,36032.088512959286,224919.2222434166,201906.9172945958,7118.409415795548
std,33128.63534607561,58947.72518333406,54839.90976135465,3329.680218091315
min,0.0,108400.59281063393,63465.52273744764,1856.421065213611
25%,14211.946999068583,182703.30354339012,162782.65698829817,4895.091494508313
50%,25004.00254535314,216698.34869940928,200511.89344336605,6511.314231584543
75%,50170.40305196206,257035.25750971213,235240.07517970604,8615.621054710151
max,381828.60605103866,635799.1031144098,419680.3350042212,36580.76489994497
count,1000.0,1000.0,1000.0,1000.0
mean,2652.801843039438,152891.38195771872,154717.9308035041,7257.288395522881
std,6616.987716692315,37693.01231578865,51800.1873661635,3120.851581425611
min,0.0,76494.33498942245,10678.837002383178,2040.7288569842756
25%,0.0,126410.10459635814,116692.68144119473,5108.256735689504
50%,361.609367689779,147612.84196836723,152182.68330264388,6661.228043006683
75%,2792.1049747695383,174035.57333424126,188989.6516616756,8791.542478318024
max,69572.67064437605,351526.2977185786,408210.9799844738,21843.49951117295
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1.0,1.0,1.0,1.0
mean,2296601.2731603896,806162.4580956236,468479.0421157675,3913.2706816784735
std,,,,
min,2296601.2731603896,806162.4580956236,468479.0421157675,3913.2706816784735
25%,2296601.2731603896,806162.4580956236,468479.0421157675,3913.2706816784735
50%,2296601.2731603896,806162.4580956236,468479.0421157675,3913.2706816784735
75%,2296601.2731603896,806162.4580956236,468479.0421157675,3913.2706816784735
max,2296601.2731603896,806162.4580956236,468479.0421157675,3913.2706816784735
