,B,C,D,E
max,0.0,19009.074853047474,174420.10163095043,25597.669817469374
count,999.0,999.0,999.0,999.0
mean,140753.5105368923,322798.620965571,310836.9631833461,6827.153254019853
std,90601.47536494634,67924.40072775682,61870.27701602426,3160.442644183314
min,21542.955477761443,161571.4242657337,143837.309836643,1819.245356566791
25%,84725.39631704996,273973.0757846214,268628.2227919428,4692.724743865752
50%,130110.96098747118,315465.8143758668,307949.4148967562,6176.999313604636
75%,178423.5380634184,364106.525411439,349813.22442331875,8280.415070788054
max,1757839.061759664,678897.9462453525,563373.1387339865,28266.709186311557
count,1000.0,1000.0,1000.0,1000.0
mean,0.8031193129148708,50661.89724128856,44610.816957980955,7559.649135690453
std,25.396862616804743,13142.665805874029,44141.48092709458,3633.3527477440102
min,0.0,20450.80444671031,0.0,2424.822442202051
25%,0.0,41434.790977627425,883.8739003468554,5138.981341692912
50%,0.0,49058.8691542614,41289.6811583856,6868.49496753958
75%,0.0,58349.001052122556,71797.20242098102,8929.553346389966
max,803.1193129148709,133097.62472086566,230211.40038041398,44135.02316624836
count,456.0,456.0,456.0,456.0
mean,1413291.5596628957,500981.32846825774,311251.71569502563,7860.67257538041
std,188475.17687221314,56572.36992800562,62577.822727611754,3225.7415853905964
min,978405.8165449252,351524.4595674295,164596.82942299516,2472.1974902596485
25%,1288351.138638108,463686.5936467417,268099.7008042488,5459.442323773543
50%,1389180.3058779405,496630.5938576384,304110.342776343,7225.582908204213
75%,1520619.2176557207,533357.7763194786,353454.57395246,9502.636293220821
max,2809952.082038454,743928.2643907783,503781.28476249415,27244.502913096458
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30204.787021799602,20091.58998363885,7562.728591090804
std,0.0,9575.362146607644,33054.08824738678,3534.7582740018433
min,0.0,6542.802396840622,0.0,1996.3625118411946
25%,0.0,23543.43653642633,0.0,5156.40009671529
50%,0.0,29613.025534084252,0.0,6937.359178425651
75%,0.0,35933.58021977164,39550.245199375284,9033.842631985397
max,0.0,107588.49288767017,184990.2586505996,39493.10085810189
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,17399.853845214187,34764.62768686695,7947.433542911096
std,0.0,8054.207277776511,40278.643044939905,3613.4090955449983
min,0.0,2198.3774098594427,0.0,2345.117023955202
25%,0.0,11457.596527250702,0.0,5531.098540924114
50%,0.0,16006.851543547455,27027.959393382847,7207.159060525139
75%,0.0,22337.835244695983,58295.35572041622,9527.266945440548
max,0.0,94579.29426447839,230243.115276603,46100.760885048716
count,1000.0,1000.0,1000.0,1000.0
mean,4.974045966925011,63818.19655373003,116907.5044748803,6952.772895863994
std,130.63084401872655,16560.520684087493,50527.56420180845,3357.9055499185033
min,0.0,28067.308520417653,3742.893331051242,1451.1424928004806
25%,0.0,52414.91676202115,83467.9604053094,4805.630667574029
50%,0.0,61673.54437481137,113003.51282542408,6184.546660376578
75%,0.0,72209.64640652452,151537.03546002245,8353.479412038658
max,4020.2430401365996,239684.4596879743,387288.51208467863,36496.726040097834
count,1000.0,1000.0,1000.0,1000.0
mean,4.041961342983532,15347.5921788482,123072.08759911933,6281.618662031123
std,58.90109605564966,7571.50317796146,49941.09612262766,3122.8349119797417
min,0.0,1492.1608173983957,916.0499751576001,1754.652940457011
25%,0.0,9825.183979037483,86423.81744962593,4229.917861260756
50%,0.0,14093.500281377368,121654.82108296486,5543.171279882271
75%,0.0,19930.00378626017,158069.50328626396,7662.927485991829
max,1434.340609575268,71585.7416178282,342677.59704029595,35683.0628241907
count,1000.0,1000.0,1000.0,1000.0
mean,11.484272962858581,66663.88788374816,111203.58963253452,6569.590704601984
std,160.41441400554348,16655.587421999146,49508.58613193012,2893.478750560966
min,0.0,22071.03615061125,0.0,1567.6288090163691
25%,0.0,55539.2675101582,76042.30382388797,4541.358652502966
50%,0.0,64407.42078612362,110057.07701610995,6022.172792835013
75%,0.0,75788.3011622869,145230.5285388603,7901.846826941921
max,4018.9892256827475,153053.4561150871,269579.31312726886,20764.02814635137
count,1000.0,1000.0,1000.0,1000.0
mean,84.6560312410496,103270.94585034752,105387.53357177007,7140.9544154962905
std,643.2407836050488,22665.3865852591,51053.4276282242,3218.633732088865
min,0.0,48340.08350023091,0.0,1873.4444697289587
25%,0.0,86929.36041339085,70287.09832564398,5032.113446675924
50%,0.0,100882.62178670101,102247.65653528865,6543.183883057784
75%,0.0,116575.83517321346,140235.91398522968,8524.143704406368
max,13863.103701995049,193304.03520114077,276688.4074490061,36316.623529475844
count,1000.0,1000.0,1000.0,1000.0
mean,1949.9917718488082,136652.6375257795,200159.75410334306,8049.50701144351
std,7666.028327712167,41254.33939160343,54687.33883439384,3476.898947368441
min,0.0,59493.46175212693,59881.62367796866,2105.2242695606847
25%,0.0,111746.30883356355,161245.6750733009,5609.858608970567
50%,0.0,130207.70388795019,200065.45008552686,7442.708112963197
75%,1386.8252290657415,153979.7503299375,238556.12801010947,9584.591081646144
max,137223.46613866108,570749.0853903701,417322.53566417424,35129.72811881352
count,1000.0,1000.0,1000.0,1000.0
mean,324.26393428172577,33032.02841837179,157597.73301691975,7986.650480451621
std,1742.4514239471114,13744.617144671352,49938.171550944506,3696.3699641328403
min,0.0,8898.17601387808,25074.338678688047,2324.7819277024764
25%,0.0,25545.25116285907,123489.688202684,5569.333570538714
50%,0.0,31891.550532147845,155419.11225201952,7332.813335483789
75%,0.0,38115.49284589621,188862.69099889227,9557.36176907731
max,25224.514712519565,253195.43687765038,403520.19783861213,53074.810119211485
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,181.0,181.0,181.0,181.0
mean,1511894.7147428067,914626.4591029589,688825.577185668,7856.010165335412
std,225390.36556156972,115084.60769602719,131131.5222238391,2926.4306226990416
min,956242.9874357012,730832.1661770334,430567.4142285235,2955.584388820793
25%,1367897.5997079518,856712.8974807876,588506.3192507378,5781.567193309727
50%,1497835.542695984,904042.0642789006,678734.0814242975,7261.0868197118
75%,1648759.1609104946,953120.0442744885,761365.9660173767,9569.225059428933
max,2266838.8856068617,2051391.9231279779,1196287.1477787355,19879.22157210159
count,1000.0,1000.0,1000.0,1000.0
mean,137705.48638016038,380030.1445468798,381234.69485225354,7102.591003192185
std,110414.48185342902,72791.1597749432,74745.44287967458,3127.18460016411
min,14697.280697753955,228948.97062453075,205725.00395064775,1478.696010013356
25%,73197.59736031457,328512.48377827794,330542.08475940826,4949.4151117185575
50%,118626.02777417979,372996.6408756398,374596.5249360488,6502.698251031847
75%,170961.601466235,416663.89582081547,426423.41179779643,8530.961178725429
max,2105703.374186904,1144595.5174969637,818108.5347378561,25186.187462090766
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,33102.00471790568,2147.0900847455355,7588.386509281289
std,0.0,9176.685025158658,10180.15562676413,3457.707150515947
min,0.0,10603.369375183262,0.0,2468.9158255255725
25%,0.0,26871.34683675148,0.0,5239.497467344052
50%,0.0,32807.34899881553,0.0,6911.352142448224
75%,0.0,38490.59401995536,0.0,8989.203407213847
max,0.0,76108.70014109525,94585.05845533511,31278.601945320686
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,44210.31295934297,78474.31654775159,7247.483338586938
std,0.0,12485.443844031483,49609.524877106334,3205.7975166967467
min,0.0,14233.433586311745,0.0,2335.1971934138687
25%,0.0,35792.80190840537,41860.747434768375,4993.970944750436
50%,0.0,42803.486934947054,76598.27951303902,6592.084693586339
75%,0.0,50721.4261585164,111954.7803223774,8656.499779551823
max,0.0,130927.12221745902,260363.75315756135,27123.0979149468
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,557.0,557.0,557.0,557.0
mean,896560.2450907899,716606.6907297029,534487.0209610687,7312.733273778996
std,157941.363322014,83173.27744406003,111273.04712984314,3591.3897616744953
min,523782.78828284604,521224.64015971194,298390.98553529097,1738.5698877605514
25%,783989.9645182163,663389.7483790265,459189.87430634326,4940.101605192716
50%,885279.8950627808,711061.4870918405,526984.4022708584,6572.96524964488
75%,998584.9265333451,769665.2145973698,597121.7270912699,8687.220795227811
max,1447135.360699688,1164236.4937732755,1155674.8565362934,33676.95886151423
count,1000.0,1000.0,1000.0,1000.0
mean,4.0515811887458,50721.81981568219,135580.3829733027,7676.696371260037
std,59.028509901048864,15549.004762583061,52462.9014528103,3442.166093526498
min,0.0,18183.602279766885,3519.3441274607767,1683.3876449735926
25%,0.0,41411.852155234286,99699.73273999957,5329.332680143522
50%,0.0,49046.760929725235,134460.1485094146,6990.077054576206
75%,0.0,57786.62795344718,167608.6552167139,9192.610279048156
max,1435.867804172403,305439.7541882394,362986.64388252003,26919.07961193413
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.8027630679363471,58457.01006398515,75100.9803468239,5499.238199287634
std,25.385597161433424,18091.756503539713,48486.5410150767,2493.2739579521826
min,0.0,22663.32321863574,0.0,1145.88351173619
25%,0.0,47519.05750550737,39791.00973204304,3734.843276090618
50%,0.0,55940.771110866524,72667.64147327657,4978.304379203955
75%,0.0,66603.09556568925,109247.56273396191,6608.898881988772
max,802.763067936347,364294.7896623969,216624.70154533949,19230.95779984358
count,1.0,1.0,1.0,1.0
mean,2891616.111060337,810421.4899526396,619121.5647376933,17592.768992995043
std,,,,
min,2891616.111060337,810421.4899526396,619121.5647376933,17592.768992995043
25%,2891616.111060337,810421.4899526396,619121.5647376933,17592.768992995043
50%,2891616.111060337,810421.4899526396,619121.5647376933,17592.768992995043
75%,2891616.111060337,810421.4899526396,619121.5647376933,17592.768992995043
max,2891616.111060337,810421.4899526396,619121.5647376933,17592.768992995043
count,1000.0,1000.0,1000.0,1000.0
mean,50.039814214338435,79375.68147440438,126097.17777422591,7209.34661332271
std,438.6468357334377,19613.049132748474,49678.84544696477,3408.476567317519
min,0.0,27819.40358742382,0.0,2295.5358325725956
25%,0.0,66498.63844739542,91393.51522119221,4956.909468056161
50%,0.0,77679.65991908358,124465.1346776968,6448.160191284434
75%,0.0,89940.47457531076,158864.61811947907,8581.039412960305
max,7611.578798175149,294328.1072594849,297670.8794500695,33022.07251065489
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,1610.7474143333286,118846.05570553645,181472.0516852516,5068.251278095203
std,6243.744383080612,29878.99962799215,52173.65693800128,2369.640255853989
min,0.0,55778.886360418386,51386.07146369029,1165.6316470724387
25%,0.0,99497.28370938422,145102.40530973522,3490.574879416691
50%,0.0,114156.19168345144,177764.58736454172,4550.303791827063
75%,933.7363160375355,132785.54042390562,212961.25769279452,6046.987957787641
max,105870.63914823868,339122.7381587384,448401.0132436606,17907.615045254886
count,1000.0,1000.0,1000.0,1000.0
mean,0.8027574891157915,46659.690241906384,7631.5255051235035,7691.552674129323
std,25.38542074363727,12288.766407744615,20628.784863057677,3551.958826012482
min,0.0,19430.8039005175,0.0,2131.146359416309
25%,0.0,37829.926203935946,0.0,5402.44518152678
50%,0.0,45445.11055448106,0.0,6926.6200817980425
75%,0.0,54137.33484240521,0.0,9115.661824906281
max,802.7574891157915,109256.50874800197,123120.12950797343,36654.84930469676
count,774.0,774.0,774.0,774.0
mean,968808.8772516154,463295.8856047254,277335.10982731933,6701.068921795267
std,152120.57848129063,72321.12173118132,60234.2953217542,3063.4257726262017
min,516163.9946857324,275024.7236054195,139800.04878327608,1796.8566901747201
25%,863820.2378829105,420689.26443911326,236319.49672787584,4577.397980718532
50%,967665.8532680969,459601.8751033705,273044.79268424155,6142.2772650974675
75%,1070317.534751404,497163.4789913618,315380.5257799933,8217.302457640832
max,1814241.3001523283,1327753.41796512,490085.1987863892,24460.272931789023
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,12100.885833759052,38766.18655265732,6704.265889698714
std,0.0,6842.932819859311,42760.048041111106,3244.349404521021
min,0.0,266.5685109674897,0.0,1810.4109509160976
25%,0.0,7181.054873462128,0.0,4545.9493248528
50%,0.0,10659.073495279228,32406.124795273725,6035.4376695748915
75%,0.0,15617.14934612955,61769.253966269025,8013.209045877147
max,0.0,99630.75828296454,213384.92226688267,37259.75956267122
count,146.0,146.0,146.0,146.0
mean,1265403.3532635719,787145.4633873143,571746.3915486626,6774.286193298801
std,216516.362870649,76816.54393408472,110693.62506281953,2998.3697951970084
min,886591.1601601011,604010.4450801193,320785.6440071556,2356.3952953249263
25%,1131661.4186259722,725992.2134795489,495651.05039474025,4682.6114734984785
50%,1245495.334206546,784930.5522489166,560901.6273847185,6139.644022228719
75%,1356009.831473523,837641.4372638969,625270.0119019077,8331.687340486216
max,2540314.322912467,1093038.942128401,940323.4656896531,17993.45326871994
count,1000.0,1000.0,1000.0,1000.0
mean,4.974406322051573,64138.44080325427,89989.8053914147,6164.7977972098
std,130.6043640541892,15605.834480164453,49655.46890955111,2990.080487226284
min,0.0,26039.576115194814,0.0,1637.4306289567419
25%,0.0,53478.23935780727,52748.22211603743,4180.090215396506
50%,0.0,62726.05332630703,88592.26865432784,5535.284890523588
75%,0.0,71872.19272208125,124127.56594935636,7373.347086406378
max,4019.004061912179,170182.82374506994,261198.16671120483,36945.999796797
count,704.0,704.0,704.0,704.0
mean,1066335.9846867018,783452.4720039564,555749.5042360004,7879.1169512334955
std,214294.11995747787,88961.08882812013,116444.92295342378,3394.496538370724
min,668315.0512543102,556639.4570011027,310364.2477991176,2071.8387063048203
25%,940104.9930615765,725304.9944244595,483250.7476332359,5491.519734658566
50%,1043639.6326951154,778270.6329400227,540685.8476119463,7214.6327185927685
75%,1155696.9349928095,831299.2429233256,608005.1558712174,9444.363348541161
max,4289339.025905147,1712232.8218024937,1262468.3703411224,29920.24028810522
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,31541.514261486976,51231.33861824031,6341.104831625253
std,0.0,9420.158850234471,46190.21223879959,3152.8497038979713
min,0.0,10333.38763106327,0.0,1726.0997618697484
25%,0.0,25426.723042291273,1275.400492497527,4240.80179764062
50%,0.0,30952.551161337236,47206.25886248784,5591.409964050637
75%,0.0,36898.243898055414,78922.19713269165,7703.903867996236
max,0.0,116060.39952658482,272388.3549485465,35762.66457068267
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,38503.884179471475,43404.36326624929,7376.013610668757
std,0.0,10910.736490811301,42942.1031541453,3593.554156134693
min,0.0,10886.733486920612,0.0,2355.7465656115423
25%,0.0,31148.036084878477,890.4638218794437,4984.114245945596
50%,0.0,37457.12671809438,39737.08718277671,6643.555374328459
75%,0.0,44168.70145019445,69901.7846222078,8664.81038343865
max,0.0,89610.75378853545,216340.73060303557,44116.87145548737
count,1000.0,1000.0,1000.0,1000.0
mean,8.54480725438999,73414.2863370843,90772.58790174374,6725.7128526622755
std,153.15477835361818,17067.557864234997,49151.924581393396,3308.1850574163695
min,0.0,29541.26820112848,0.0,1890.2648152669358
25%,0.0,62246.03170081119,53829.352028537774,4492.849713316841
50%,0.0,71450.91152879785,87687.4781465765,6045.985540016675
75%,0.0,83149.62490321814,123471.18875909121,7938.079631977764
max,4019.8574018242202,173991.059221807,261655.616757924,36201.010438593046
count,1000.0,1000.0,1000.0,1000.0
mean,0.802965941564599,58993.274378791226,100472.90236188713,7716.541566263694
std,25.392012588857988,15007.807691767232,49028.77542682031,3522.328366485603
min,0.0,25285.267793907868,0.0,2341.7195751168656
25%,0.0,48333.02114826622,63985.075142478774,5300.539244101941
50%,0.0,56880.899648416,99476.78784003499,6956.564294899788
75%,0.0,68519.62159524194,132947.38958690647,9230.678638608646
max,802.965941564599,176267.32693512092,313596.1708651899,35963.857867576226
count,287.0,287.0,287.0,287.0
mean,1304150.8074897728,594292.9620191955,401772.30582113046,7022.844519868729
std,188806.15716990404,67331.28360911582,84464.85523626526,3012.783428778525
min,886355.8475285853,408110.41493177443,209516.55206674314,1787.2987385116598
25%,1174054.4396820145,549503.4797824167,344612.489695186,4821.952853328997
50%,1283786.7236443684,588566.3954111998,391334.5269032327,6394.285751986927
75%,1407930.0824779626,631012.5984027237,450001.22538327996,8664.318209848205
max,2575255.262327527,902123.3386887645,806060.9329034763,18600.77843731857
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,28221.1625732818,18176.279874363714,6892.496124829909
std,0.0,8786.056547624288,32594.724813948844,3353.820672606169
min,0.0,7075.757661470627,0.0,2001.6936833175678
25%,0.0,22163.066751062233,0.0,4705.350896999917
50%,0.0,27683.465199947994,0.0,6199.241038039083
75%,0.0,33827.34881685469,32081.03827464973,8206.835920325939
max,0.0,63835.90814082347,173235.29070476635,42460.516576406895
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,938.0,938.0,938.0,938.0
mean,567750.0246505885,433232.71336312674,323420.9723312515,7269.624914748749
std,127296.05903269615,66654.24091340025,64947.74398247601,3408.3449105729214
min,235447.53846167398,273465.91434049,155853.2872091057,1850.4617536875323
25%,482218.0533199368,390474.71108970325,277158.0942632758,4986.459648029021
50%,558601.5626146662,432485.39208446007,320123.3198586406,6482.345103620373
75%,639986.2492693128,469959.2119814585,366199.9453328669,8688.575989830342
max,1914332.6299603397,809862.9668488706,577669.4615853552,30851.747089259534
count,1000.0,1000.0,1000.0,1000.0
mean,8.61925834454682,76593.36932059852,94978.6902682232,7305.617267457392
std,155.15669924067788,18400.316308014142,48584.36531145681,3237.6016821353824
min,0.0,28582.900702690215,0.0,1768.7086061269947
25%,0.0,63983.38779260927,59289.865633259906,5011.667540381704
50%,0.0,74538.98430780374,90997.42263794705,6688.127560216198
75%,0.0,86629.79133044161,127145.6418867952,8859.113904922116
max,4096.4619356535895,182706.26631888788,260112.96455733763,28816.61680378803
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,4158.844862755419,43538.563088336145,7344.889221829437
std,0.0,4465.393948035522,42951.09740330833,3309.370839198629
min,0.0,0.0,0.0,1899.3216786136545
25%,0.0,1612.0680671303003,0.0,5054.144408827826
50%,0.0,3216.6844491788142,39356.219437789274,6741.441838092444
75%,0.0,5193.831258953264,69699.74819783909,8726.550850202198
max,0.0,56096.10178881465,230303.96081559442,27251.43958961562
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,853.0,853.0,853.0,853.0
mean,796060.4865973477,573758.3464211653,425894.98712140427,8033.101807014364
std,173255.12310298684,77863.75094334465,79785.52581142861,3555.3689185354647
min,392616.4708717816,389544.489300689,196601.3625782899,2104.2980687078343
25%,683714.9940728312,523804.2354941777,371214.6670864899,5611.369982319789
50%,781065.9808544901,570667.3348906096,420435.2826792724,7348.138653963855
75%,891171.6880249156,615247.674151935,473358.99597416015,9647.253237442725
max,3120542.0551374797,1474572.152484792,888180.5706853544,31628.16391116104
count,1000.0,1000.0,1000.0,1000.0
mean,0.8029083560089506,52775.380529177215,41376.82547660951,6301.043004761916
std,25.39019157369625,13194.188544166822,39827.80152420902,3113.1737714395185
min,0.0,21741.312471284466,0.0,1982.8935876455944
25%,0.0,43670.79853448763,1041.9973318685181,4154.028608765106
50%,0.0,51367.40125945796,40435.31687043776,5589.886262315649
75%,0.0,60231.229570007636,65446.38550765639,7604.848405172246
max,802.9083560089506,125766.85241655033,212165.56602924876,33211.029527041195
count,1000.0,1000.0,1000.0,1000.0
mean,2.2282853285583486,54872.863651086285,85726.17590170052,6407.0759047063
std,42.393871976463835,13440.824549773375,49660.34201610023,3030.738202379939
min,0.0,21296.963551712364,0.0,1741.339673575158
25%,0.0,45361.41994189723,48831.236428903394,4325.604951404832
50%,0.0,54056.41394258202,83418.74590582494,5752.733366315682
75%,0.0,62147.1117805672,119817.21957192029,7731.811660068684
max,977.3089346623858,123759.46571779782,289927.6635978836,26035.67033344698
count,2.0,2.0,2.0,2.0
mean,2380879.17738662,645404.5139209729,403667.18924802105,4973.799920445484
std,124626.23059023659,6524.116601256982,118311.32825663054,441.9449720966816
min,2292755.124622545,640791.2668309724,320008.44674657,4661.2976337646205
25%,2336817.1510045826,643097.8903759727,361837.8179972955,4817.548777105052
50%,2380879.17738662,645404.5139209729,403667.18924802105,4973.799920445484
75%,2424941.203768657,647711.1374659732,445496.5604987466,5130.051063785915
max,2469003.2301506945,650017.7610109735,487325.9317494721,5286.302207126347
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,912.0,912.0,912.0,912.0
mean,647653.6427024554,444656.1355651938,316972.15809304477,7016.135802386552
std,140034.72530603159,66253.1024460653,65815.35107076619,3310.013243924213
min,302159.2036141661,283420.4454918217,151680.03424003412,1836.4161725012314
25%,554899.2300536153,402839.80090178456,270282.9562022478,4828.70284766214
50%,634405.124563478,442971.28699765797,311219.37202647177,6300.5547258574425
75%,730007.5008180761,482205.515101676,357538.7683970523,8432.785622533966
max,2408350.269893841,819144.0321296372,574079.970289375,30099.668678539187
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,11568.069011216237,59735.16533815559,6660.428086652898
std,0.0,7293.89230925565,47685.80731228758,3167.23279033131
min,0.0,266.60138016779325,0.0,1646.561743886527
25%,0.0,6620.722011784314,24677.19578636005,4556.396197512912
50%,0.0,10159.252837756947,51980.29519401718,5981.958934652551
75%,0.0,14911.036243528528,90992.52696835922,8001.35899142299
max,0.0,118524.13616299536,230229.06477878432,37642.1224433193
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,6006.24301393339,45664.31133429642,5638.992394746131
std,0.0,4955.404209703123,43748.76624950067,2684.575771330622
min,0.0,0.0,0.0,1163.243829202109
25%,0.0,3007.015738085851,993.5437321097804,3881.7515333074957
50%,0.0,4856.073992151169,41734.74670711516,5083.655063906444
75%,0.0,7311.200952481928,72133.26549173436,6782.950323833413
max,0.0,73437.70119808095,216670.05967835803,21054.042628732048
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,6832.324250413837,20608.671965058154,6798.6567602773575
std,0.0,5919.8437395584515,31677.043047140873,3222.84597802057
min,0.0,0.0,0.0,1682.552895937479
25%,0.0,3903.3737948898615,0.0,4606.966723421885
50%,0.0,5557.0653744292395,696.6042158967728,6150.991264039866
75%,0.0,8410.55170117031,41259.63859620202,8197.272246077657
max,0.0,138288.1287404624,208871.22385556856,34640.98474982866
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,6.993907589158897,54036.958775492814,108152.61444534884,6798.417978898416
std,151.44245088659355,13410.106912369325,50163.11676833793,3253.909352117178
min,0.0,19534.053850385968,0.0,1785.8480817542218
25%,0.0,45015.83642267723,73365.30079964327,4657.857971037176
50%,0.0,52601.17607528664,107203.98256482746,6113.174410852387
75%,0.0,61606.96575686266,141369.44653782368,8176.3889657895825
max,4598.453938006635,120529.78043924461,283499.2514362601,42804.49843572076
count,1000.0,1000.0,1000.0,1000.0
mean,0.802957201493043,47747.09183565371,58843.056266381645,7058.808451692591
std,25.391736203527696,13125.231726729575,41881.65487369679,3504.1044106992454
min,0.0,20459.026572242932,0.0,1922.099793499386
25%,0.0,38701.908102348716,29179.702367471757,4763.221565410943
50%,0.0,45907.974846745856,55622.54927426013,6205.434630503489
75%,0.0,55015.44820195498,86837.40868555546,8445.215914200164
max,802.9572014930429,201128.71979710786,223086.43611846564,41041.29941080731
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,43561.46261346757,52304.18864795464,7031.40365995805
std,0.0,11237.647886851708,45429.636936733295,3416.8579696619636
min,0.0,13182.99180321705,0.0,2262.586852692018
25%,0.0,35673.07507451832,1692.0442058447866,4658.703670512432
50%,0.0,42312.04396300194,49097.83290368168,6257.864443317541
75%,0.0,50514.40010304848,80865.76783378753,8440.239899605423
max,0.0,97211.14247797098,273266.6296605948,38394.81256210997
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.8031193129148708,58483.06992602784,44827.85829894303,6696.509054463474
std,25.396862616804743,14427.760984216842,44332.22550699685,3298.5970501818033
min,0.0,26205.028128383543,0.0,1884.9290023400176
25%,0.0,48065.97906913168,891.1581478941927,4489.082794294907
50%,0.0,56822.10808200558,42142.56227001875,6042.323539256203
75%,0.0,67069.92574901365,72538.82434814074,7925.084985355163
max,803.1193129148709,141028.0988284387,230211.40038041398,41297.63062331073
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,994.0,994.0,994.0,994.0
mean,179503.87533638522,315631.7670995832,273154.2133648829,6189.975558398652
std,97534.36266133006,65519.23392892354,56930.877615179656,2919.2454221187654
min,29178.862313297082,176817.93625976643,123345.15245991354,1586.1856614947255
25%,117076.00197410601,269131.2164995509,231979.76341718546,4198.767669656015
50%,170147.7987129515,308092.67335110897,267745.2887953251,5467.580102018079
75%,225045.15079940687,356182.87990021775,310102.055638834,7497.98311917646
max,1702542.3421552493,654752.4901196139,531733.3250674382,28094.16331621491
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,34304.328263986565,31023.453990751146,7593.126405434737
std,0.0,10021.075275215835,36789.744736079985,3476.1346450546207
min,0.0,9409.418361971668,0.0,2072.9281943824444
25%,0.0,27476.117471437698,0.0,5326.849461871172
50%,0.0,33436.23981230038,11870.944502091723,6879.4758498466
75%,0.0,40196.60609229985,55742.788109601475,8989.099674240792
max,0.0,110654.66757163899,185214.78120052398,29406.13493803471
count,4.0,4.0,4.0,4.0
mean,1802271.8954610915,603060.713286672,423949.5278838371,5771.904689447684
std,124334.32585528307,17237.59801965007,82886.33081472236,3226.930972336082
min,1642752.0131209,588807.899624351,326845.51395109145,2795.3538282573813
25%,1738581.857254278,593871.604479736,378860.3515761532,4194.811682387811
50%,1819935.9931387801,597718.5469974298,423202.05547765834,4973.799920445484
75%,1883626.031345594,606907.6558043659,468291.2317853422,6550.892927505357
max,1926463.5824459065,627997.8595274779,522548.4866289402,10344.665088642387
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
