,B,C,D,E
min,0.0,23305.806232285417,3807.0758967613074,1482.9578309390863
25%,0.0,44782.21114373882,87286.68612107246,4438.641730314778
50%,0.0,52896.30245946617,120862.15867030404,5788.378554783614
75%,0.0,61464.05945962825,159547.23478246288,7718.668714338077
max,976.9723282834336,187383.56718481987,316207.9505993195,42804.24994587977
count,1000.0,1000.0,1000.0,1000.0
mean,4.050537846258154,16449.334133907098,91744.76777517474,6873.501727514185
std,59.01889985496938,7717.5804538378625,49787.85218158236,3447.6240821994297
min,0.0,2138.187897570401,0.0,1939.3457608130607
25%,0.0,10628.765268201405,56289.34690503378,4730.032616640564
50%,0.0,15286.533817506031,87607.60870111577,6166.927595174144
75%,0.0,21123.17940880034,122620.76831863355,8236.315493150287
max,1436.0791315345077,54904.18867387858,300851.2067307018,54285.44685688357
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2239.6533167894127,128235.72131806651,196280.642040723,6649.545888654694
std,6793.956821400537,32761.156176943714,53732.242705307646,2912.3187802478647
min,0.0,64725.5710033291,38608.29607728395,1826.6948633977586
25%,0.0,106921.69966098946,159918.87152356125,4607.476305283698
50%,26.73582805336259,123642.46682403679,195443.91781424126,6052.733339348467
75%,1736.574245351551,143548.7701344768,231085.25388688478,8015.095204806936
max,79986.74343753443,337266.31748102844,410008.6773677052,25174.138732698473
count,1000.0,1000.0,1000.0,1000.0
mean,66397.59741759016,316393.0583881074,346457.1721232595,6102.85938565157
std,70712.52942085768,68247.07489425877,67608.23255361595,2824.550069333807
min,1897.2964608419559,128746.85739151762,172372.66089932472,1592.2467835870157
25%,29430.89493306358,271031.00449863006,298320.4778147398,4182.580447032913
50%,49072.009413640466,304383.4454442134,339862.6376497402,5552.956209134821
75%,83602.03954270427,353585.6653130691,389291.5806251426,7364.481197546071
max,1256504.9392742969,710728.7874786734,652950.1050973735,23292.684074979694
count,1000.0,1000.0,1000.0,1000.0
mean,184.64227405373066,70493.88719873157,147495.02905935963,7052.915867904363
std,1239.0730435630092,17444.07193765139,50030.96069432115,3200.667184892352
min,0.0,32501.976607077886,3081.1035031948118,1804.185546742815
25%,0.0,58080.3292097872,111475.43491976285,4968.415530802924
50%,0.0,67657.68648649493,147621.0029572639,6450.845472839017
75%,0.0,81334.56894012907,181507.13225738614,8398.703532857302
max,21808.16527467728,158542.18079166193,386973.98610200314,36271.928037094985
count,1000.0,1000.0,1000.0,1000.0
mean,0.8026343874866607,61941.02978365445,63527.87160390957,6917.319056255431
std,25.38152792831998,16145.609847333695,48544.98387502418,3141.3738569412535
min,0.0,26270.496064804596,0.0,1974.9167062748443
25%,0.0,51414.209068390934,31620.45337188098,4773.47705804787
50%,0.0,60409.89621559332,55364.43084313349,6147.667753158551
75%,0.0,70568.44271425005,92802.40326251744,8360.481036258265
max,802.6343874866607,270117.1302582943,251867.27725550585,34055.268641150134
count,1000.0,1000.0,1000.0,1000.0
mean,0.8031193129148708,62179.54579439876,50624.85978030468,6174.473323601298
std,25.396862616804743,14897.882117265293,44366.80926296259,3087.7505746033544
min,0.0,26331.53348794361,0.0,1746.2608830452664
25%,0.0,51530.05984390055,1809.8897318256293,4129.144253806269
50%,0.0,60884.04543252198,47687.08321299801,5561.971314771494
75%,0.0,71060.19035437024,76576.96866260431,7321.400950764924
max,803.1193129148709,130874.53348014652,258667.93575521765,35810.05074097356
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,15160.415179167208,65994.57854552435,7503.437447865252
std,0.0,7965.824924037158,41041.67917529875,3385.1457036626734
min,0.0,1237.228220047502,0.0,2052.887935913617
25%,0.0,9348.823475947032,38234.65723285046,5210.535598631484
50%,0.0,13762.001788016894,59737.774149877616,6843.8145619021525
75%,0.0,19210.09908783175,90792.99307973862,8856.83218598402
max,0.0,80716.01603284708,278821.4509867858,35974.81319704333
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.8026566957432112,46166.23416854131,39257.92300100842,7530.44167261582
std,25.382233377333247,11972.750336142188,39402.65824396569,3274.9417981464894
min,0.0,19791.923271321928,0.0,2386.5947911567364
25%,0.0,37701.39760860221,916.9370767327189,5195.966938996246
50%,0.0,44370.60773238379,37884.66620571914,6845.363973190431
75%,0.0,52995.92412022198,60635.41063108936,8898.051119470842
max,802.6566957432112,114195.04402307766,197957.26861734176,27167.10081165031
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,33036.95716299151,46303.490612212525,6547.827726743925
std,0.0,9925.069747588486,44511.577836933466,3227.5375198646793
min,0.0,10345.440981131143,0.0,1827.5648055350653
25%,0.0,26311.500621253337,879.2476689149485,4407.029578027738
50%,0.0,32317.574367080928,41865.774025082384,5736.349381682295
75%,0.0,38499.311884265546,73946.96627162897,7947.135467675289
max,0.0,117411.53813471648,208977.16887529092,35921.868063666596
count,1000.0,1000.0,1000.0,1000.0
mean,0.802957201493043,45755.355281585005,24683.636362985464,6934.613432354594
std,25.391736203527696,13051.041233650096,36652.84882665902,3464.5547810246226
min,0.0,19377.69553807381,0.0,1922.099793499386
25%,0.0,37146.01623824782,0.0,4683.048408490042
50%,0.0,43972.52533279844,0.0,6104.904371770777
75%,0.0,53117.00771129754,47034.79037261452,8312.166217102133
max,802.9572014930429,205776.32310767425,192127.3214365939,41041.29941080731
count,728.0,728.0,728.0,728.0
mean,933318.7560886318,667828.317162919,492490.94237095857,7842.3087165407005
std,158451.75461376613,75943.40870791094,98081.3623205477,3582.229790946456
min,515525.1000575128,467859.41161198966,262139.87425574037,1931.1328060800176
25%,821681.5586188042,618727.0942027408,423405.6330507326,5514.215489127059
50%,923202.4171369071,667235.8583271794,487152.5329922181,7117.340439606409
75%,1025784.3665185927,710933.8744888841,546220.2034669585,9289.111190715612
max,1613681.1199031542,1064668.5008262442,948534.077834607,32974.63203208149
count,1000.0,1000.0,1000.0,1000.0
mean,3.0576686277869456,38835.87377599372,112867.83540230362,7360.2295616695055
std,53.92566753871172,12133.87465949481,49937.024588758344,3254.287490246609
min,0.0,13846.127182247968,0.0,2262.9676552083947
25%,0.0,31138.41692315528,78882.91762855535,5073.199820627024
50%,0.0,37232.46524993479,112444.6182205622,6776.884417852547
75%,0.0,44542.64953396421,145719.38828497106,8781.677492071169
max,1435.2503579194706,195981.8373353904,321636.94885824766,28896.38026911852
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,47967.93248006591,63455.504283403345,7449.10236829095
std,0.0,12655.141356552442,47697.08778293729,3610.0955080486783
min,0.0,14254.996112775583,0.0,2356.126842231416
25%,0.0,39350.36340320564,27162.48354807832,5036.158885857598
50%,0.0,46360.90448143854,58884.56389421251,6767.398525801191
75%,0.0,54842.172302488994,95219.2214565827,8788.266776452187
max,0.0,101017.13271158712,220956.11185248772,44135.02316624836
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,23581.99812891943,14695.408658521641,6449.810753204852
std,0.0,8390.201635371388,29091.211468448997,3057.1283201144056
min,0.0,4868.583729126902,0.0,1265.2484278926856
25%,0.0,17310.6270925637,0.0,4430.580587006292
50%,0.0,23174.829319469354,0.0,5758.733473659061
75%,0.0,29182.478171331903,8561.414924624825,7768.164582883704
max,0.0,69054.11433351542,223557.25322882176,31275.448663333736
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,42361.879691578164,99838.24803187625,7104.892101945197
std,0.0,12090.136594597348,48872.18227423363,3153.4326737292868
min,0.0,14897.382825861614,0.0,2255.6488013014105
25%,0.0,34621.08166439044,59942.204992363804,4895.623336385773
50%,0.0,40728.86256034835,97620.53574395576,6385.271998728189
75%,0.0,48435.376455831465,132776.60216462656,8431.255172356245
max,0.0,106960.05387180235,268990.96529711067,27123.0979149468
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,307.4912763015756,119450.97242859771,171520.96320123257,6038.879959558492
std,1883.6785434115652,29953.59394344532,52694.65270067814,2745.7534766976137
min,0.0,63029.929948377416,37815.03689018158,1543.3160230015533
25%,0.0,99959.08448192291,134373.14848313783,4153.689360764998
50%,0.0,116258.71698800262,168729.07182637398,5542.755349757198
75%,0.0,132861.00060045253,207206.18971917484,7288.758382384855
max,41334.33542911896,355520.57297001313,392806.34517935483,21901.340524069437
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,975.0,975.0,975.0,975.0
mean,324761.41575936077,342210.96429692855,223149.0372133526,6889.400616489447
std,91113.29841966314,66794.38945734328,54585.252620532854,3129.795757362941
min,63619.21684927329,186083.69762224364,59435.61740458803,1667.920571871241
25%,263121.7623241104,297605.24601894314,186417.07335679303,4740.27059179738
50%,317279.7015594322,339711.9928806248,223073.15844637575,6326.138791920678
75%,385364.0096537104,375874.36353440385,256319.53044170124,8270.458969310586
max,711882.0921925112,951042.510051573,441459.51658980077,27814.52101752692
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26678.812049486532,64738.419949463256,5963.195457976978
std,0.0,9546.444989650852,48400.83503938056,2751.548896179687
min,0.0,6671.62894809703,0.0,1581.3441231003405
25%,0.0,20241.13263324138,29709.163419928285,4019.7241919701764
50%,0.0,26235.4797919744,57928.563085225556,5420.254872828876
75%,0.0,32180.530457056044,95750.60377397398,7317.095443995311
max,0.0,111456.47914506956,248986.2522709809,19714.175699040963
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,226.0,226.0,226.0,226.0
mean,1610118.8813908559,639685.5831137707,433444.892061763,6888.1252214433935
std,180620.13641993146,60115.23827065669,92540.39167077324,2923.59368518264
min,1169760.7864224275,491990.72338606196,205128.06649208668,2073.259951388429
25%,1479698.9948521443,603055.8341143194,366551.09163143975,4885.88109489896
50%,1595944.070153908,638866.8532700628,429542.4105136399,6273.5216522099
75%,1759860.2756147962,674309.1876438918,484781.6966144562,8386.215352076286
max,2014394.9335490663,894625.9919462717,869470.0207490338,18517.104044246855
count,988.0,988.0,988.0,988.0
mean,260003.52212087906,337322.87269510917,294045.17260935245,6229.675809694564
std,104367.23366683345,74458.22660737975,59574.65621884397,3072.4771476443907
min,42903.4391451655,176112.92790787225,139497.168475434,1709.0720614999937
25%,189656.87053061125,290787.85474958195,249486.2031711912,4240.479542057203
50%,250096.67751960794,329715.2211336208,291004.4504041916,5627.019896327471
75%,317190.8013176373,373723.23079064675,332268.1642036093,7580.7285814900015
max,1707291.6515471127,951050.2337106453,481139.0244451884,41016.19866074144
count,1000.0,1000.0,1000.0,1000.0
mean,215.7563984477579,110999.16689554448,118812.17120345488,7162.811417167572
std,1139.8398750259908,23991.491261729894,50825.80588630003,3230.6160664531844
min,0.0,59223.166046598235,0.0,1902.1558001245362
25%,0.0,94082.36405237622,84187.14803949001,5004.828321782904
50%,0.0,107866.93916476663,118300.91018062751,6521.085691789942
75%,0.0,125081.43843271508,154225.08273495696,8645.209850922965
max,22035.369395383248,220945.20565881816,299666.82463658496,35576.54666785685
count,1000.0,1000.0,1000.0,1000.0
mean,0.8026566957432112,50471.02512996693,42229.53915319529,6117.450751962876
std,25.382233377333247,13429.810988562,41533.58763450621,2798.9387003232655
min,0.0,21580.646285817395,0.0,1751.5942127073247
25%,0.0,41440.671167329856,998.4509380235811,4192.16301645555
50%,0.0,48666.954008240864,39711.10888664749,5471.922652505387
75%,0.0,57828.228538972384,67482.32719876755,7290.993726944062
max,802.6566957432112,172040.5416682486,197986.97949606454,24459.988535582263
count,1000.0,1000.0,1000.0,1000.0
mean,0.8029626160729036,47157.50539032565,54365.92964075638,6944.883129485078
std,25.391907427577028,12589.852055304591,43181.68734659152,3130.173521249979
min,0.0,17222.013767102748,0.0,1914.0857078570302
25%,0.0,38501.50426142916,16506.139176808316,4827.794038429455
50%,0.0,45620.655679591306,51300.34495783689,6363.310780297355
75%,0.0,54556.718518595095,84006.90495614379,8273.175908861216
max,802.9626160729036,110994.39617169634,201349.0874771703,27148.34284965821
count,1000.0,1000.0,1000.0,1000.0
mean,7.699301441682499,69559.67564091197,132267.70504403333,6099.28738621939
std,145.14058787109167,23277.519676606553,51375.391985678514,3000.402307457178
min,0.0,29745.20285929493,648.8095102700585,1864.4241983584172
25%,0.0,56696.59937509929,95518.46279074062,4179.89866374144
50%,0.0,66557.33305252061,128468.05414373877,5407.0987607397
75%,0.0,77931.20980123803,168135.3412772762,7297.857236174706
max,4296.495597755159,516087.40112807753,385823.02994577907,28418.40759690113
count,712.0,712.0,712.0,712.0
mean,1120861.6469090465,644110.5590068047,450448.7786337045,7350.641599511775
std,188637.43134768744,80468.22918718954,85958.72346094548,3198.166358313055
min,663762.9881263027,450712.5886389756,242968.14468642345,1955.8595355896746
25%,1002232.8924197766,593163.1000283425,391178.3897340579,5095.502988368795
50%,1106395.2183953412,639463.681140491,447587.6075934677,6795.946909763641
75%,1227001.1875974613,686413.5053645209,496044.9415885828,8852.453623908837
max,3251899.6084155217,1529272.1214138484,892022.0616189074,29645.89501670862
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,37.59608020319696,94302.67203742231,96499.29624647669,6824.619071222
std,326.3022944808317,20738.742452621544,49776.49990830084,3314.3027649657856
min,0.0,46488.5689741292,0.0,1360.59884234269
25%,0.0,79509.54133802532,60894.75990518978,4724.419184750721
50%,0.0,91747.62465939963,92922.854231084,6082.186830069792
75%,0.0,106983.23524161516,130991.41894391058,8180.561613489759
max,5131.164180934636,186222.96906376848,304874.795725427,34288.524579972516
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,41275.83428295802,11959.95464714175,6664.358180201152
std,0.0,11110.30744467658,25467.49579076348,3075.3816506922417
min,0.0,11096.596366707243,0.0,1480.6006057804411
25%,0.0,33969.046038956134,0.0,4605.807679612311
50%,0.0,40079.5924340425,0.0,6082.6317462601955
75%,0.0,47386.86779057125,1284.392314483568,7887.349033735283
max,0.0,103183.27652633059,162311.85661122279,25596.100605526535
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,4531.306397588313,9043.770428925522,7429.3115193652775
std,0.0,3310.293656063448,21794.70716791253,3368.628355174671
min,0.0,0.0,0.0,2100.90642199106
25%,0.0,2298.6884340417987,0.0,5099.9071395763
50%,0.0,3878.0591040776026,0.0,6775.003787018539
75%,0.0,5746.923303027287,490.58119495032946,8815.991008366269
max,0.0,22548.802141602435,152194.34377818505,28430.783582407854
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,983.0,983.0,983.0,983.0
mean,341387.60762151674,477018.7151854619,412836.34381147707,7453.266646505473
std,142556.15380373358,82251.35934901479,82047.79244957921,3344.3701173031886
min,64276.27536094624,284966.12785451306,222749.18773886177,2179.8031978100307
25%,260384.29577616614,421514.0230104808,357502.45432675927,5168.7006130760965
50%,329578.62268979585,471411.36955118435,403292.38969012053,6709.809405529118
75%,400937.8096982463,522206.21016524034,462091.41948916705,9014.798036475164
max,3122457.817303676,1533446.195527161,1085787.6769604203,34469.23346835053
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30830.839185600285,91545.8469392848,7661.589223339014
std,0.0,10899.894460143796,48809.690097307495,3639.5844386105264
min,0.0,7375.204564836393,0.0,2642.796003683602
25%,0.0,23763.838056574437,53019.50101917534,5111.043349167206
50%,0.0,30272.555364696265,89442.89066116192,6934.313133496615
75%,0.0,36245.5073508669,122796.92968406821,9183.709238457686
max,0.0,156291.76428521163,269919.54940352537,41125.64113280828
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,36171.78327460371,60771.782061278536,7467.397122003053
std,0.0,9980.502459980004,45132.77121876723,3317.067778025318
min,0.0,10546.122247143669,0.0,2084.674794328348
25%,0.0,29164.837857097056,30768.575855482097,5210.775302357119
50%,0.0,35708.133866256045,55247.72656788505,6662.186446685366
75%,0.0,41916.80275209672,86709.7333123358,9028.796119140672
max,0.0,82285.89352034777,255249.3139894926,36293.953463065736
count,992.0,992.0,992.0,992.0
mean,187043.05153605083,313831.2564826438,256611.382645332,6518.867484416504
std,80906.27130004259,66370.69410587198,58013.43824081169,3237.4598839743526
min,30046.539808424408,171193.4375447669,103713.76127218481,1687.654759689294
25%,129466.54675855604,267395.7940996972,214784.24355523352,4387.519952897905
50%,175943.1450915355,307549.03661970235,251570.56479840958,5800.394049903017
75%,236324.6538496604,350781.46989356604,293482.077737057,7669.706307470528
max,803970.0551228276,755898.7700642744,457118.8490258681,33096.94100000069
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,38532.464344102285,56336.95855275531,6166.040770800033
std,0.0,10673.613986071266,44269.12055686101,2830.8478898236267
min,0.0,11001.96110894773,0.0,1606.8920531002352
25%,0.0,31794.937693517477,19888.059670127586,4166.448221917062
50%,0.0,37427.556761783635,51699.154401105974,5564.6181820974
75%,0.0,44093.760667265815,86753.3629163985,7511.881893364331
max,0.0,107983.62125861118,202964.3693875657,21128.307656798195
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,8417.247085882,14322.909133534937,7213.981922983156
std,0.0,4915.686647241193,27432.743999924933,3319.1636773007094
min,0.0,0.0,0.0,1778.8452572243975
25%,0.0,4850.180132056657,0.0,4885.3327550252025
50%,0.0,7102.18830387492,0.0,6495.601660128532
75%,0.0,11153.537578277701,22296.431797920515,8618.627031112756
max,0.0,29902.510428796108,153826.90941419735,33792.23520515051
count,1000.0,1000.0,1000.0,1000.0
mean,0.8028973738837851,49219.75704638472,66289.54475288656,7579.477571055435
std,25.389844288405527,12688.471531033272,49990.85101020099,3474.6734468958916
min,0.0,18577.850258759838,0.0,2371.1708412704725
25%,0.0,40734.9445854984,31552.490894264694,5235.4743145389175
50%,0.0,48025.119574861776,59986.55627765891,6844.831554537097
75%,0.0,56590.27192455066,98432.30228716806,9102.411694365223
max,802.8973738837851,108813.3504688036,256200.37079194485,32967.47857508645
count,961.0,961.0,961.0,961.0
mean,409210.7394040973,589836.7228629302,492606.02954623976,7276.279644841578
std,147789.84451469756,85898.92313743441,101499.82368986281,3446.062015547867
min,85104.85325999797,390535.8507926687,256950.51617172075,1911.426976835608
25%,322716.36005221924,533792.5781206219,424231.4483634982,4937.130876254197
50%,394332.69855992583,582479.5782059692,479671.5619983851,6537.937346951679
75%,477713.73907516035,637883.0309063415,546236.5222424774,8818.369597947298
max,2254882.786234679,1252559.3181242957,1124392.4451224443,32828.801356838856
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,10031.101962247387,82370.52042886805,7167.788759764348
std,0.0,7162.983371225585,49522.75141455067,3268.978278121418
min,0.0,225.92496509090523,0.0,1939.700754971653
25%,0.0,5621.799824940457,46380.99649468683,4898.122945750839
50%,0.0,8048.918474836624,77738.6468541114,6508.877301815621
75%,0.0,13024.26899046433,116832.39953407842,8480.901855638122
max,0.0,113170.03025747348,263896.2228635388,26954.50611298225
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,21847.198578083986,49189.52689217774,7570.753326088762
std,0.0,8503.195964178263,45546.07095080466,3405.614499284138
min,0.0,3514.676094272554,0.0,1968.9335538760138
25%,0.0,15244.160313066437,1253.378202589664,5190.6699324060855
50%,0.0,21181.859650387683,45121.394136146875,6863.187426615283
75%,0.0,27907.82949351918,78611.69474905694,8926.033427759437
max,0.0,61953.961478787554,225189.65745173226,28589.11666060127
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,40579.85401748484,82860.30748457878,8002.177692215342
std,0.0,11359.575507322883,49371.93336757839,3639.504507614569
min,0.0,10963.408173115546,0.0,2017.425331398259
25%,0.0,32709.937971746913,46353.60757530735,5618.375378110351
50%,0.0,39248.649439351066,80542.69649804561,7230.59144358318
75%,0.0,47119.16843106835,117219.82537156534,9476.952022033978
max,0.0,98555.35778022607,286753.23394835705,45954.68708293171
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,806.0,806.0,806.0,806.0
mean,819469.0641293147,707053.0231825726,534559.3457025775,6432.129390729923
std,208229.24200931017,82626.91837190802,112042.06916629706,3076.713777962229
min,376148.718156344,466834.9258665412,284919.4795590115,1550.0256797982315
25%,711713.7409392435,653761.054747171,458468.56412346684,4370.375007145105
50%,800491.983082691,705760.9750890159,523856.6907442531,5791.317938355819
75%,901410.8768176736,759041.6124937562,594319.3433612642,7570.937631333353
max,4546828.364440773,1154379.8354382962,1158561.3480038373,29256.21186708721
count,1000.0,1000.0,1000.0,1000.0
mean,27054.948213711075,204847.15472186924,200206.132315925,8013.480182691611
std,27930.624999893247,51574.81089077639,54056.854959555065,3515.4554761964223
min,173.94927225459162,95232.63918895746,44474.867131650935,2556.250438768557
25%,9364.090059217187,167571.58738699675,163099.16433236763,5602.986519724769
50%,17648.76877830614,195586.36954846146,197856.85353789834,7281.064863434141
75%,35891.05696100315,235857.68364417253,234735.5640601092,9543.782148587048
max,329064.4268248418,429549.72592248145,409683.07771087857,34596.29911367761
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,12577.95089845188,13984.789492553035,7671.12153420684
std,0.0,6514.295999844765,28279.655889553258,3898.4562254499087
min,0.0,740.6481293343953,0.0,1717.2357331394992
25%,0.0,7702.2398339868705,0.0,5341.20123396672
50%,0.0,11174.507252564385,0.0,6910.6546023716655
75%,0.0,16342.474763239099,1404.0308607721613,9036.349161343818
max,0.0,57985.99744620206,173739.12775357545,68903.26571293689
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,11125.183950027795,69141.80778051628,7892.871697386841
std,0.0,7697.365794776516,45194.86108926248,3597.829415033884
min,0.0,712.2950286724665,0.0,2345.117023955202
25%,0.0,6268.005465933425,36195.283386236835,5481.018730407981
50%,0.0,9180.886560621106,66164.85752540879,7125.831544433928
75%,0.0,14594.977675530181,100215.52460360454,9457.369905140062
max,0.0,115013.6083860597,211502.60906965303,46039.70799714107
count,999.0,999.0,999.0,999.0
mean,140922.68711942123,500570.1064772663,473916.94436060515,7628.731945622045
std,101740.4239378104,79572.57199236675,90600.56831565582,3422.6331499244816
min,12224.235096990085,319673.68135886727,256177.4080868455,2345.6586153916433
25%,80243.3117312565,447571.3131390398,410051.502338744,5218.123900583213
50%,121416.33692509777,494001.2566810154,468931.80658537726,6971.37330514131
75%,173779.72731295967,548597.0762867471,520624.66082067887,9010.60988577423
max,1752884.2187087603,1041763.0243863575,1049596.3640248463,29234.500459055227
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14567.932122452523,67754.17804228705,6347.741425417578
std,0.0,7374.261586549264,48929.238065055855,3051.4536750968177
min,0.0,1364.436836511526,0.0,1842.8321938115112
25%,0.0,9105.164331702319,34045.464156740905,4336.731853859121
50%,0.0,13419.977121961103,60699.07023039361,5767.076246907904
75%,0.0,18688.122482246807,98042.40166206867,7525.628766026497
max,0.0,84901.54928213812,305073.31493758404,28462.82352526474
count,1000.0,1000.0,1000.0,1000.0
mean,0.802687165268346,49654.8762789266,36531.04641457174,5659.255521373061
std,25.38319690831975,12612.00881478145,38259.341290118806,2723.4447730719694
min,0.0,20424.680900355204,0.0,1589.2811777979623
25%,0.0,40938.05729434791,757.1705416490599,3870.8428769385437
50%,0.0,48205.17192039932,34014.32378032671,5056.412808721085
75%,0.0,57000.24605113046,58259.424172053245,6817.673568091697
max,802.687165268346,124913.70486245719,220577.23034983157,24853.433922164546
count,1000.0,1000.0,1000.0,1000.0
mean,60.30661061658279,30004.547104740835,143910.89888471042,8012.314240327375
std,479.05293171232637,12438.241197391559,50707.72360949641,3423.187636573699
min,0.0,8504.868707849691,15501.771526076034,1985.4444912842007
25%,0.0,22676.4714239318,108310.63728572043,5605.487050759684
50%,0.0,28776.17488842886,141341.94866278511,7379.926389891011
75%,0.0,35204.96282048583,175276.00062310707,9612.483131956764
max,8076.8763435863875,166815.8355846435,326050.6372872536,30779.23392198151
count,997.0,997.0,997.0,997.0
mean,255464.21931598807,395635.0200863319,355105.8854480446,6347.566954426917
std,105922.501266903,76283.90988966412,71489.15303851201,3068.244401104173
min,41948.22556840094,224689.5245852442,153189.3911803548,1461.4386092939744
25%,183982.81145378918,343692.4727374817,306287.71444777376,4271.508860229518
50%,249611.81853431035,387763.3757056163,351081.7780704803,5723.381856434574
75%,304269.4751925285,435258.0017656381,396651.229117704,7542.3492319370525
max,1400067.2394489653,1071252.3243849187,713375.5309777493,26514.525101651063
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,2607.455602810367,16716.843883033638,7481.859487105196
std,0.0,3092.278371243408,29575.836112643614,3229.6791338729954
min,0.0,0.0,0.0,2097.895964548881
25%,0.0,776.2273788437947,0.0,5226.518756292988
50%,0.0,1885.8210096568614,0.0,6761.2234359136555
75%,0.0,3576.2768695821587,31198.93610057346,9036.537614382894
max,0.0,40230.1794343797,153832.3300254743,26511.231019547016
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5664.241662981687,2957.945300021274,5301.650572783218
std,0.0,3882.2936214026313,13096.094818160267,2704.6772489261325
min,0.0,0.0,0.0,1269.6809902210346
25%,0.0,3094.722882056153,0.0,3510.5289035350575
50%,0.0,4802.598830776118,0.0,4660.246747898208
75%,0.0,6864.871596339027,0.0,6525.62904638751
max,0.0,26564.004350610936,131217.44882946124,41520.274505028065
count,678.0,678.0,678.0,678.0
mean,1182104.2137826565,714862.1956604726,496629.2279864217,7385.01753466217
std,218392.21457553998,87981.17530931397,98472.70145746051,3187.7885889454506
min,660322.4868213064,512434.7580212984,266117.1894352891,2019.2024525858183
25%,1051231.9549030294,664812.7102034984,430511.6554700736,5173.7555004317155
50%,1162212.3302375954,709188.8884138707,486036.6262635685,6814.663595710787
75%,1284144.895231611,756245.9648820696,557366.0321844772,8943.30025120316
max,4118049.3698581737,1867104.4918987406,1007008.3801594339,28108.49027515605
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,10545.40577830462,75544.00311478945,6705.364193539709
std,0.0,7305.599031115012,48998.0124882817,3080.5867863665894
min,0.0,0.0,0.0,1862.2440741968371
25%,0.0,5979.049716075824,40071.38265569906,4616.859028497846
50%,0.0,8820.621945705958,71466.22012305584,6109.685358566563
75%,0.0,13982.078179658107,110773.50666402752,7947.6751447378665
max,0.0,113794.61009117533,246955.43095757728,25240.812266548448
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,2570.562451395847,3455.289318730277,7034.757437017348
std,0.0,2464.1650702875145,14911.230892393241,3210.2952434020895
min,0.0,0.0,0.0,2071.089494178168
25%,0.0,852.5080610757645,0.0,4763.362044735422
50%,0.0,1967.573867710084,0.0,6351.164982964487
75%,0.0,3647.2644620891924,0.0,8453.111750771475
